year,title,authors,venue,doi,arxiv_id,category,scope_status,abstract,oa_url,id,cited_by_count,pdf,download_status,analysis_status
2022,QoE-Aware Resource Allocation for Semantic Communication Networks,Lei Yan; Zhijin Qin; Rui Zhang; Yongzhao Li; Geoffrey Ye Li,GLOBECOM 2022 - 2022 IEEE Global Communications Conference,10.1109/globecom48099.2022.10001594,2205.14530,多模态、多任务与多用户,系统与网络层,"With the aim of accomplishing intelligence tasks, semantic communications transmit task-related information only, yielding signiﬁcant performance gains over conventional com- munications. To guarantee user requirements for different types of tasks, we perform the semantic-aware resource allocation in a multi-cell multi-task network in this paper. Speciﬁcally, an approximate measure of semantic entropy is ﬁrst developed to quantify the semantic information for different tasks, based on which a novel quality-of-experience (QoE) model is proposed. We formulate the QoE-aware semantic resource allocation in terms of the number of transmitted semantic symbols, channel assignment, and power allocation. To solve this problem, we ﬁrst decouple it into two independent subproblems. The ﬁrst one is to optimize the number of transmitted semantic symbols with given channel assignment and power allocation, which is solved by the exhaustive searching method. The second one is the channel assignment and power allocation subproblem, which is modeled as a many-to-one matching game and solved by the proposed low- complexity matching algorithm. Simulation results demonstrate the effectiveness and superiority of the proposed method on the overall QoE.",,https://openalex.org/W4315629738,98,papers/QoE-Aware_Resource_Allocation_for_Semantic_Communication_Networks.pdf,downloaded,fulltext_extracted
2022,Resource Allocation for Text Semantic Communications,Lei Yan; Zhijin Qin; Rui Zhang; Yongzhao Li; Geoffrey Ye Li,IEEE Wireless Communications Letters,10.1109/lwc.2022.3170849,2201.06023,文本、语音与大模型,系统与网络层,"Semantic communications have shown its great potential to improve the transmission reliability, especially in the low signal-to-noise regime. However, resource allocation for semantic communications still remains unexplored, which is a critical issue in guaranteeing the semantic transmission reliability and the communication efﬁciency. To ﬁll this gap, we investigate the spectral efﬁciency in the semantic domain and rethink the semantic-aware resource allocation issue. Speciﬁcally, taking text semantic communication as an example, the semantic spectral efﬁciency (S-SE) is deﬁned for the ﬁrst time, and is used to optimize resource allocation in terms of channel assignment and the number of transmitted semantic symbols. Additionally, for fair comparison of semantic and conventional communication systems, a transform method is developed to convert the con- ventional bit-based spectral efﬁciency to the S-SE. Simulation results demonstrate the validity and feasibility of the proposed resource allocation method, as well as the superiority of semantic communications in terms of the S-SE.",https://arxiv.org/pdf/2201.06023,https://openalex.org/W4225009676,273,papers/Resource_Allocation_for_Text_Semantic_Communications.pdf,downloaded,fulltext_extracted
2022,Robust Semantic Communications Against Semantic Noise,Qiyu Hu; Guangyi Zhang; Zhijin Qin; Yunlong Cai; Guanding Yu; Geoffrey Ye Li,2022 IEEE 96th Vehicular Technology Conference (VTC2022-Fall),10.1109/vtc2022-fall57202.2022.10012843,2202.03338,鲁棒性、安全与语义噪声,核心算法/系统,"Although the semantic communications have exhib- ited satisfactory performance in a large number of tasks, the impact of semantic noise and the robustness of the systems have not been well investigated. Semantic noise is a particular kind of noise in semantic communication systems, which refers to the misleading between the intended semantic symbols and received ones. In this paper, we ﬁrst propose a framework for the robust end-to-end semantic communication systems to combat the semantic noise. Particularly, we analyze the causes of semantic noise and propose a practical method to generate it. To remove the effect of semantic noise, adversarial training is proposed to incorporate the samples with semantic noise in the training dataset. Then, the masked autoencoder (MAE) is designed as the architecture of a robust semantic communication system, where a portion of the input is masked. To further improve the robustness of semantic communication systems, we ﬁrstly employ the vector quantization-variational autoen- coder (VQ-VAE) to design a discrete codebook shared by the transmitter and the receiver for encoded feature representation. Thus, the transmitter simply needs to transmit the indices of these features in the codebook. Simulation results show that our proposed method signiﬁcantly improves the robustness of semantic communication systems against semantic noise with signiﬁcant reduction on the transmission overhead.",,https://openalex.org/W4317350116,92,papers/Robust_Semantic_Communications_Against_Semantic_Noise.pdf,downloaded,fulltext_extracted
2022,Semantic Sensing and Communications for Ultimate Extended Reality,Bowen Zhang; Zhijin Qin; Yiyu Guo; Geoffrey Ye Li,arXiv (Cornell University),10.48550/arxiv.2212.08533,2212.08533,图像、视频与沉浸媒体,核心算法/系统,"As a key technology in metaversa, wireless ultimate extended reality (XR) has attracted extensive attentions from both industry and academia. However, the stringent latency and ultra-high data rates requirements have hindered the de- velopment of wireless ultimate XR. Instead of transmitting the original source data bit-by-bit, semantic communications focus on the successful delivery of semantic information contained in the source, which have shown great potentials in reduc- ing the data trafﬁc of wireless systems. Inspired by semantic communications, this article develops a joint semantic sensing, rendering, and communication framework for wireless ultimate XR. In particular, semantic sensing is used to improve the sensing efﬁciency by exploring the spatial-temporal distributions of semantic information. Semantic rendering is designed to reduce the costs on semantically-redundant pixels. Next, semantic communications are adopted for high data transmission efﬁciency in wireless ultimate XR. Then, two case studies are provided to demonstrate the effectiveness of the proposed framework. Finally, potential research directions are identiﬁed to boost the development of semantic-aware wireless ultimate XR.",https://arxiv.org/pdf/2212.08533,https://openalex.org/W4311994663,14,papers/Semantic_Sensing_and_Communications_for_Ultimate_Extended_Reality.pdf,downloaded,fulltext_extracted
2022,Task-Oriented Image Transmission for Scene Classification in Unmanned Aerial Systems,Xu Kang; Bin Song; Jie Guo; Zhijin Qin; F. Richard Yu,IEEE Transactions on Communications,10.1109/tcomm.2022.3182325,2112.10948,图像、视频与沉浸媒体,核心算法/系统,"The vigorous developments of Internet of Things make it possible to extend its computing and storage capabilities to computing tasks in the aerial system with collaboration of cloud and edge, especially for artiﬁcial intelligence (AI) tasks based on deep learning (DL). Collecting a large amount of image/video data, Unmanned aerial vehicles (UAVs) can only handover intelligent analysis tasks to the back-end mobile edge computing (MEC) server due to their limited storage and computing capabilities. How to efﬁciently transmit the most correlated information for the AI model is a challenging topic. Inspired by the task-oriented communication in recent years, we propose a new aerial image transmission paradigm for the scene classiﬁcation task. A lightweight model is developed on the front- end UAV for semantic blocks transmission with perception of images and channel conditions. In order to achieve the tradeoff between transmission latency and classiﬁcation accuracy, deep reinforcement learning (DRL) is used to explore the semantic blocks which have the best contribution to the back-end classiﬁer under various channel conditions. Experimental results show that the proposed method can signiﬁcantly improve classiﬁcation accu- racy compared to the ﬁxed transmission strategy and traditional content perception methods.",,https://openalex.org/W4226047696,128,papers/Task-Oriented_Image_Transmission_for_Scene_Classification_in_Unmanned_Aerial_Systems.pdf,downloaded,fulltext_extracted
2022,Task-Oriented Multi-User Semantic Communications,Huiqiang Xie; Zhijin Qin; Xiaoming Tao; Khaled B. Letaief,IEEE Journal on Selected Areas in Communications,10.1109/jsac.2022.3191326,2112.10255,文本、语音与大模型,核心算法/系统,"While semantic communications have shown the potential in the case of single-modal single-users, its applica- tions to the multi-user scenario remain limited. In this paper, we investigate deep learning (DL) based multi-user semantic communication systems for transmitting single-modal data and multimodal data, respectively. We will adopt three intelligent tasks, including, image retrieval, machine translation, and visual question answering (VQA) as the transmission goal of semantic communication systems. We will then propose a Transformer based unique framework to unify the structure of transmitters for different tasks. For the single-modal multi-user system, we will propose two Transformer based models, named, DeepSC-IR and DeepSC-MT, to perform image retrieval and machine translation, respectively. In this case, DeepSC-IR is trained to optimize the distance in embedding space between images and DeepSC-MT is trained to minimize the semantic errors by recovering the seman- tic meaning of sentences. For the multimodal multi-user system, we develop a Transformer enabled model, named, DeepSC-VQA, for the VQA task by extracting text-image information at the transmitters and fusing it at the receiver. In particular, a novel layer-wise Transformer is designed to help fuse multimodal data by adding connection between each of the encoder and decoder layers. Numerical results will show that the proposed models are superior to traditional communications in terms of the robustness to channels, computational complexity, transmission delay, and the task-execution performance at various task-speciﬁc metrics.",,https://openalex.org/W4226115138,397,papers/Task-Oriented_Multi-User_Semantic_Communications.pdf,downloaded,fulltext_extracted
2023,A Generalized Semantic Communication System: From Sources to Channels,Zhijin Qin; Feifei Gao; Bo Lin; Xiaoming Tao; Guangyi Liu; Chengkang Pan,IEEE Wireless Communications,10.1109/mwc.013.2200553,2301.04552,基础理论与综述,核心算法/系统,"Semantic communication is regarded as the break- through beyond the Shannon paradigm, which transmits the semantic information only to improve the communication efﬁ- ciency signiﬁcantly. This article ﬁrst introduces a framework for the generalized semantic communication system, which exploits the semantic information in both the multimodal source and the wireless channel environment. Subsequently, the deep learning enabled end-to-end semantic communications and the environ- ment semantics aided wireless communications are demonstrated through two user cases. The article is concluded with several re- search challenges to boost the development of such a generalized semantic communication system.",,https://openalex.org/W4384158383,65,papers/A_Generalized_Semantic_Communication_System_From_Sources_to_Channels.pdf,downloaded,fulltext_extracted
2023,Deep Learning Enabled Semantic Communications With Speech Recognition and Synthesis,Zhenzi Weng; Zhijin Qin; Xiaoming Tao; Chengkang Pan; Guangyi Liu; Geoffrey Ye Li,IEEE Transactions on Wireless Communications,10.1109/twc.2023.3240969,2205.04603,文本、语音与大模型,核心算法/系统,"In this paper, we develop a deep learning based semantic communication system for speech trans- mission, named DeepSC-ST. We take the speech recog- nition and speech synthesis as the transmission tasks of the communication system, respectively. First, the speech recognition-related semantic features are extracted for transmission by a joint semantic-channel encoder and the text is recovered at the receiver based on the received semantic features, which signiﬁcantly reduces the required amount of data transmission without performance degra- dation. Then, we perform speech synthesis at the receiver, which dedicates to re-generate the speech signals by feeding the recognized text and the speaker information into a neural network module. To enable the DeepSC-ST adaptive to dynamic channel environments, we identify a robust model to cope with different channel conditions. According to the simulation results, the proposed DeepSC- ST signiﬁcantly outperforms conventional communication systems and existing DL-enabled communication systems, especially in the low signal-to-noise ratio (SNR) regime. A software demonstration is further developed as a proof-of- concept of the DeepSC-ST.",https://ieeexplore.ieee.org/ielx7/7693/4656680/10038754.pdf,https://openalex.org/W4319302797,253,papers/Deep_Learning_Enabled_Semantic_Communications_With_Speech_Recognition_and_Synthesis.pdf,downloaded,fulltext_extracted
2023,Mem-DeepSC: A Semantic Communication System with Memory,Zhijin Qin; Huiqiang Xie; Xiaoming Tao,,10.1109/icc45041.2023.10279664,,语义网络、资源分配与边缘智能,核心算法/系统,"While semantic communications succeed in effec- tively transmitting due to the strong capability to extract the essential semantic information, it is still far from intelligent communications. In this paper, we introduce an essential com- ponent, memory, into semantic communications to mimic human communications. Particularly, we propose a deep learning (DL) based semantic communication system with memory, named Mem-DeepSC, by considering the scenario question answer as the task at the receiver. We exploit universal Transformer based transceiver to extract the semantic information and introduce the memory module to enhance the semantic decoding capability at the receiver. Moreover, we derive the semantic channel capacity and propose a consecutive dynamic transmission method to minimize the transmission latency. Numerical results show that Mem-DeepSC is superior to benchmarks in terms of answer accuracy and the number of transmitted symbols.",,https://openalex.org/W4387870090,4,papers/Mem-DeepSC_A_Semantic_Communication_System_with_Memory.pdf,downloaded,fulltext_extracted
2023,"Multimedia Semantic Communications: Representation, Encoding and Transmission",Yiping Duan; Qiyuan Du; Xin Fang; Zhipeng Xie; Zhijin Qin; Xiaoming Tao; Chengkang Pan; Guangyi Liu,IEEE Network,10.1109/mnet.001.2200468,,图像、视频与沉浸媒体,核心算法/系统,"The sixth generation (6G) mobile communication systems could serve new multimodal services, such as virtual reality (VR), augmented reality (AR), holographic projection. These new services are accompanied by new demands for intelligence, personalization and collaboration. Semantic communications are increasingly attracting attention due to its potential to support the aforementioned multimodal services. Therefore, in this article, we discuss key technologies for semantic communications, which involve semantic representation, semantic encoding and decoding, and transmission of semantic information. First, we present existing work on semantic communications, such as sketch graph structure representation of images, semantic reconstruction, and end-to-end semantic communication systems. Second, we identify challenges in semantic communication systems and propose the unified semantic representations, semantic codecs, and multiple access techniques for support the semantic information transmission. Last, we present the results of semantic encoding and decoding methods and the coexistence of semantics and bits transmission supported by the non-orthogonal multiple access technique (NOMA).",,https://openalex.org/W4367280863,18,papers/Multimedia_Semantic_Communications_Representation_Encoding_and_Transmission.pdf,downloaded,fulltext_extracted
2023,QoE-based Semantic-Aware Resource Allocation for Multi-Task Networks,"Lei Yan; Zhijin Qin; Li, Chunfeng; Rui Zhang; Yongzhao Li; Xiaoming Tao",arXiv (Cornell University),10.48550/arxiv.2305.06543,2305.06543,多模态、多任务与多用户,系统与网络层,"By transmitting task-related information only, se- mantic communications yield significant performance gains over conventional communications. However, the lack of mature se- mantic theory about semantic information quantification and performance evaluation makes it challenging to perform resource allocation for semantic communications, especially when multiple tasks coexist in the network. To cope with this challenge, we propose a quality-of-experience (QoE) based semantic-aware resource allocation method for multi-task networks in this paper. First, semantic entropy is defined to quantify the semantic information for different tasks, and the relationship between semantic entropy and Shannon entropy is analyzed. Then, we develop a novel QoE model to formulate the semantic-aware resource allocation in terms of semantic compression, channel assignment, and transmit power. The compatibility of the for- mulated problem with conventional communications is further demonstrated. To solve this problem, we decouple it into two subproblems and solved them by a developed deep Q-network (DQN) based method and a proposed low-complexity matching algorithm, respectively. Finally, simulation results validate the effectiveness and superiority of the proposed method, as well as its compatibility with conventional communications. Index Terms—Semantic entropy, quality-of-experience, semantic-aware resource allocation, multi-task networks.",https://arxiv.org/pdf/2305.06543,https://openalex.org/W4376312105,1,papers/QoE-based_Semantic-Aware_Resource_Allocation_for_Multi-Task_Networks.pdf,downloaded,fulltext_extracted
2023,Robust Semantic Communications With Masked VQ-VAE Enabled Codebook,Qiyu Hu; Guangyi Zhang; Zhijin Qin; Yunlong Cai; Guanding Yu; Geoffrey Ye Li,IEEE Transactions on Wireless Communications,10.1109/twc.2023.3265201,2206.04011,鲁棒性、安全与语义噪声,核心算法/系统,"Although semantic communications have exhibited satisfactory performance on a large number of tasks, the impact of semantic noise and the robustness of the systems have not been well investigated. Semantic noise refers to the misleading between the intended semantic symbols and received ones, thus causes the failure of tasks. In this paper, we first propose a framework for the robust end-to-end semantic communication systems to combat the semantic noise. In particular, we analyze sample-dependent and sample-independent semantic noise. To combat the seman- tic noise, the adversarial training with weight perturbation is developed to incorporate the samples with semantic noise in the training dataset. Then, we propose to mask a portion of the input, where the semantic noise appears frequently, and design the masked vector quantized-variational autoencoder (VQ-VAE) with the noise-related masking strategy. We use a discrete codebook shared by the transmitter and the receiver for encoded feature representation. To further improve the system robustness, we develop a feature importance module (FIM) to suppress the noise-related and task-unrelated features. Thus, the transmit- ter simply needs to transmit the indices of these important task-related features in the codebook. Simulation results show that the proposed method can be applied in many downstream tasks and significantly improve the robustness against semantic noise with remarkable reduction on the transmission overhead.",,https://openalex.org/W4365420366,231,papers/Robust_Semantic_Communications_With_Masked_VQ-VAE_Enabled_Codebook.pdf,downloaded,fulltext_extracted
2023,Semantic Communication for the Internet of Vehicles: A Multiuser Cooperative Approach,Wenjun Xu; Yimeng Zhang; Fengyu Wang; Zhijin Qin; Chenyao Liu; Ping Zhang,IEEE Vehicular Technology Magazine,10.1109/mvt.2022.3227723,2212.03037,鲁棒性、安全与语义噪声,核心算法/系统,"Internet of Vehicles (IoV) is expected to become the central infrastructure to provide advanced services to connected vehicles and users for higher transportation efﬁciency and secu- rity. A variety of emerging applications/services bring explosively growing demands for mobile data trafﬁc between connected vehicles and roadside units (RSU), imposing the signiﬁcant challenge of spectrum scarcity to IoV. In this paper, we propose a cooperative semantic-aware architecture to convey essential semantics from collaborated users to servers for lowering the data trafﬁc. In contrast to current solutions that are mainly based on piling up highly complex signal processing techniques and multiple access capabilities in terms of syntactic communications, this paper puts forth the idea of semantic-aware content delivery in IoV. Speciﬁcally, the successful transmission of essential semantics of the source data is pursued, rather than the accurate reception of symbols regardless of its meaning as in conventional syntactic communications. To assess the beneﬁts of the proposed architecture, we provide a case study of the image retrieval task for vehicles in intelligent transportation systems. Simulation results demonstrate that the proposed architecture outperforms the existing solutions with fewer radio resources, especially in a low signal-to-noise-ratio (SNR) regime, which can shed light on the potential of the proposed architecture in extending the applications in extreme environments.",,https://openalex.org/W4315473433,78,papers/Semantic_Communication_for_the_Internet_of_Vehicles_A_Multiuser_Cooperative_Approach.pdf,downloaded,fulltext_extracted
