Team,Title,Doi,arnumber,doi_url
kai-niu-semantic-communications,UDSem: A Unified Distributed Learning Framework for Semantic Communications Over Wireless Networks,10.1109/mnet.131.2200409,10107714,https://ieeexplore.ieee.org/document/10107714/
kai-niu-semantic-communications,Semantic Communication Empowered NTN for IoT: Benefits and Challenges,10.1109/mnet.2024.3383604,10486973,https://ieeexplore.ieee.org/document/10486973/
kai-niu-semantic-communications,Learned Image Transmission over MIMO Fading Channels,10.1109/pimrc56721.2023.10293784,10293784,https://ieeexplore.ieee.org/document/10293784/
kai-niu-semantic-communications,Learned Image Transmission Toward Machine-Type Semantic Communications,10.1109/pimrc56721.2023.10294032,10294032,https://ieeexplore.ieee.org/document/10294032/
deniz-gunduz-semantic-communications,Deep-Learning-Aided Wireless Video Transmission,10.1109/spawc51304.2022.9833990,9833990,https://ieeexplore.ieee.org/document/9833990/
deniz-gunduz-semantic-communications,Progressive Transmission of High-Dimensional Data Features for Inference at the Network Edge,10.1109/spawc51304.2022.9834000,9834000,https://ieeexplore.ieee.org/document/9834000/
meixia-tao-semantic-communications,Image Semantic Communication over Fading Channel: A Learned Broadcast Approach,10.1109/spawc53906.2023.10304507,10304507,https://ieeexplore.ieee.org/document/10304507/
kai-niu-semantic-communications,Learning Joint Source-Channel Coding for Wireless Image Transmission: A Benchmark,10.1109/spawc66079.2025.11143290,11143290,https://ieeexplore.ieee.org/document/11143290/
kai-niu-semantic-communications,PCST: Geometry-based Point Cloud Semantic Transmission for Low-Latency XR Communications,10.1109/spawc66079.2025.11143324,11143324,https://ieeexplore.ieee.org/document/11143324/
kai-niu-semantic-communications,Semantic Coding for Text Transmission: An Iterative Design,10.1109/tccn.2022.3192407,9834044,https://ieeexplore.ieee.org/document/9834044/
kai-niu-semantic-communications,Feature Importance-Aware Task-Oriented Semantic Transmission and Optimization,10.1109/tccn.2024.3375496,10466397,https://ieeexplore.ieee.org/document/10466397/
kai-niu-semantic-communications,Adaptive Cross-Modal Super-Resolution Semantic Communication for Mobile AI-Generated Panoramic Video,10.1109/tccn.2025.3561304,10966439,https://ieeexplore.ieee.org/document/10966439/
kai-niu-semantic-communications,Generative AI Meets Wireless Networking: An Interactive Paradigm for Intent-Driven Communications,10.1109/tccn.2025.3567613,10990238,https://ieeexplore.ieee.org/document/10990238/
kai-niu-semantic-communications,LLM-Empowered Semantic Communication for Multi-Task 3D Scene Understanding in Low-Altitude Economy Networks,10.1109/tccn.2025.3642880,11298140,https://ieeexplore.ieee.org/document/11298140/
yi-ma-mahdi-mashhadi-semantic-communications,Channel-Adaptive Semantic Communication for Stereoscopic Media: Design and Prototype Implementation,10.1109/tccn.2026.3689868,11505940,https://ieeexplore.ieee.org/document/11505940/
arumugam-nallanathan-deepsc-semantic-communications,DRL-Driven Dynamic Resource Allocation for Task-Oriented Semantic Communication,10.1109/tcomm.2023.3274145,10122232,https://ieeexplore.ieee.org/document/10122232/
kai-niu-semantic-communications,Importance of Semantic Information Based on Semantic Value,10.1109/tcomm.2024.3385915,10494374,https://ieeexplore.ieee.org/document/10494374/
arumugam-nallanathan-deepsc-semantic-communications,Contrastive Learning-Based Semantic Communications,10.1109/tcomm.2024.3400912,10530261,https://ieeexplore.ieee.org/document/10530261/
meixia-tao-semantic-communications,Improving Learning-Based Semantic Coding Efficiency for Image Transmission via Shared Semantic-Aware Codebook,10.1109/tcomm.2024.3450877,10654371,https://ieeexplore.ieee.org/document/10654371/
kai-niu-semantic-communications,SeSy: Enhancing Communication System Reliability Through Image-Based Semantic Synchronization,10.1109/tcomm.2025.3624170,11214156,https://ieeexplore.ieee.org/document/11214156/
arumugam-nallanathan-deepsc-semantic-communications,Composable Multimodal Semantic Communication: A Lightweight Large AI Model Approach,10.1109/tcomm.2026.3707756,11603427,https://ieeexplore.ieee.org/document/11603427/
kai-niu-semantic-communications,Task-Oriented Cloud-Edge-Device Collaborative Semantic Communication: Trade-off Between Privacy-Preserving and QoAIS,10.1109/tifs.2025.3622076,11207730,https://ieeexplore.ieee.org/document/11207730/
kai-niu-semantic-communications,HSCKBase: A Robust Hierarchical Federated Learning Framework for Semantic Communication Knowledge Base in Regionalized Service Scenarios,10.1109/tmc.2026.3684573,11482503,https://ieeexplore.ieee.org/document/11482503/
kai-niu-semantic-communications,Resilient Image Semantic Communication Based on Rate-Optimized Information Bottleneck Theory,10.1109/tnse.2025.3626331,11219364,https://ieeexplore.ieee.org/document/11219364/
kai-niu-semantic-communications,IoT-Oriented Uplink Multi-User Digital Semantic Communication System Based on Model Division Multiple Access,10.1109/tnse.2026.3685138,11482879,https://ieeexplore.ieee.org/document/11482879/
kai-niu-semantic-communications,CSBA: Covert Semantic Backdoor Attack Against Intelligent Connected Vehicles,10.1109/tvt.2024.3427713,10598360,https://ieeexplore.ieee.org/document/10598360/
kai-niu-semantic-communications,Learning-Based Task-Centric Multi-User Semantic Communication Solution for Vehicle Networks,10.1109/tvt.2025.3541019,10887356,https://ieeexplore.ieee.org/document/10887356/
arumugam-nallanathan-deepsc-semantic-communications,Lightweight Digital Semantic Communication Based on DeepReceiver,10.1109/tvt.2025.3594122,11106270,https://ieeexplore.ieee.org/document/11106270/
kai-niu-semantic-communications,SemAudio: Semantic Communication for Audio Streaming Transmission,10.1109/tvt.2025.3598973,11124566,https://ieeexplore.ieee.org/document/11124566/
kai-niu-semantic-communications,Learning to Decode Double Polar Codes for Joint Source-Channel Coding,10.1109/tvt.2025.3619411,11197026,https://ieeexplore.ieee.org/document/11197026/
deniz-gunduz-semantic-communications,Progressive Feature Transmission for Split Classification at the Wireless Edge,10.1109/twc.2022.3221778,9955582,https://ieeexplore.ieee.org/document/9955582/
kai-niu-semantic-communications,Orthogonal Model Division Multiple Access,10.1109/twc.2024.3384421,10505144,https://ieeexplore.ieee.org/document/10505144/
kai-niu-semantic-communications,Semantic Base Enabled Image Transmission With Fine-Grained HARQ,10.1109/twc.2025.3532501,10857963,https://ieeexplore.ieee.org/document/10857963/
kai-niu-semantic-communications,Semantic Prior Aided Channel-Adaptive Equalizing and De-Noising Semantic Communication System With Latent Diffusion Model,10.1109/twc.2025.3543167,10910031,https://ieeexplore.ieee.org/document/10910031/
kai-niu-semantic-communications,Semantics-Empowered Non-Orthogonal Multiple Access for Downlink Transmission of Correlated Information Sources,10.1109/twc.2025.3563243,10980193,https://ieeexplore.ieee.org/document/10980193/
meixia-tao-semantic-communications,Semantic Communication Over MIMO Channels via Score-Based Reverse Mean Propagation,10.1109/twc.2026.3703886,11575741,https://ieeexplore.ieee.org/document/11575741/
kai-niu-semantic-communications,DGSemCom: Digital Generative Semantic Communications via Discrete Denoising Diffusion Model for Latent Error Correction,10.1109/twc.2026.3709956,11602767,https://ieeexplore.ieee.org/document/11602767/
kai-niu-semantic-communications,Learned Source and Channel Coding for Talking-Head Semantic Transmission,10.1109/wcnc55385.2023.10118851,10118851,https://ieeexplore.ieee.org/document/10118851/
kai-niu-semantic-communications,Towards Task-Scalable Semantic Communications: A Preprocessing Enhanced Image Transmission Framework,10.1109/wcsp62071.2024.10827630,10827630,https://ieeexplore.ieee.org/document/10827630/
