citation_key,year,title,authors,venue,work_type,doi,openalex_id,abstract,official_url,team_scope,team_evidence,affiliations,cited_by_count,source_verified,source_verification,screening_status,screening_reason,pdf,download_status,download_source,sha256,pages,analysis_status,cross_team_duplicate_of
encrypted-semantic-communication-using-adversarial-training-for-privacy-preserving-2023,2023,Encrypted Semantic Communication Using Adversarial Training for Privacy Preserving,Xinlai Luo; Zhiyong Chen; Meixia Tao; Feng Yang,IEEE Communications Letters,article,10.1109/lcomm.2023.3269768,https://openalex.org/W4366957333,"Semantic communication is implemented based on shared background knowledge, but the sharing mechanism risks privacy leakage. In this letter, we propose an encrypted semantic communication system (ESCS) for privacy preserving, which combines universality and confidentiality. The universality is reflected in the fact that the structures of all network modules of the proposed ESCS are public, and the training database is shared, which is suitable for large-scale deployment in practical scenarios. Meanwhile, confidentiality is achieved through key encryption. Based on the adversarial training, we design an adversarial encryption training scheme to guarantee the accuracy of semantic communication in both encrypted and unencrypted modes. Experiment results show that the proposed ESCS with the adversarial encryption training scheme can perform well regardless of whether the semantic information is encrypted. It is difficult for the attacker to reconstruct the original semantic information from the eavesdropped message.",https://doi.org/10.1109/lcomm.2023.3269768,direct,指定团队负责人直接署名：Meixia Tao,Shanghai Jiao Tong University,81,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,,pending,,,0,metadata_screened,
fusion-based-multi-user-semantic-communications-for-wireless-image-transmission-over-degraded-broadcast-channels-2023,2023,Fusion-Based Multi-User Semantic Communications for Wireless Image Transmission Over Degraded Broadcast Channels,Tong Wu; Zhiyong Chen; Meixia Tao; Bin Xia; Wenjun Zhang,,article,10.1109/globecom54140.2023.10437864,https://openalex.org/W4392158000,"Degraded broadcast channels (DBC) are a typical multiuser communication scenario. There exist classic transmission methods, such as superposition coding with successive interference cancellation, to achieve the DBC capacity region. However, semantic communication method over DBC remains lack of in-depth research. To address this, we design a semantic communications system for wireless image transmission over DBC in this paper. The proposed architecture supports a transmitter extracting semantic features for two users separately, and learns to dynamically fuse these semantic features into a joint latent representation for broadcasting. The key here is to design a flexible image semantic fusion (FISF) module to fuse the semantic features of two users, and to use a multi-layer perceptron (MLP) based neural network to adjust the weights of different user semantic features for flexible adaptability to different users channels. Experiments present the semantic performance region based on the peak signal-to-noise ratio (PSNR) of both users, and show that the proposed system dominates the traditional methods.",https://doi.org/10.1109/globecom54140.2023.10437864,direct,指定团队负责人直接署名：Meixia Tao,Shanghai Jiao Tong University; Shandong Jiaotong University,16,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,,pending,,,0,metadata_screened,
fusion-based-multi-user-semantic-communications-for-wireless-image-transmission-over-degraded-broadcast-channels-2023,2023,Fusion-Based Multi-User Semantic Communications for Wireless Image Transmission over Degraded Broadcast Channels,Tong Wu; Zhiyong Chen; Meixia Tao; Bin Xia; Wenjun Zhang,arXiv (Cornell University),preprint,10.48550/arxiv.2305.09165,https://openalex.org/W4376988766,"Degraded broadcast channels (DBC) are a typical multi-user communications scenario. There exist classic transmission methods, such as superposition coding with successive interference cancellation, to achieve the DBC capacity region. However, semantic communications method over DBC remains lack of in-depth research. To address this, we design a fusion-based multi-user semantic communications system for wireless image transmission over DBC in this paper. The proposed architecture supports a transmitter extracting semantic features for two users separately, and learns to dynamically fuse these semantic features into a joint latent representation for broadcasting. The key here is to design a flexible image semantic fusion (FISF) module to fuse the semantic features of two users, and to use a multi-layer perceptron (MLP) based neural network to adjust the weights of different user semantic features for flexible adaptability to different users channels. Experiments present the semantic performance region based on the peak signal-to-noise ratio (PSNR) of both users, and show that the proposed system dominates the traditional methods.",https://doi.org/10.48550/arxiv.2305.09165,direct,指定团队负责人直接署名：Meixia Tao,,0,True,OpenAlex metadata; DOI verified in acquisition/validation stage,excluded,非正式期刊/会议技术论文类型：preprint,,pending,,,0,metadata_screened,
image-semantic-communication-over-fading-channel-a-learned-broadcast-approach-2023,2023,Image Semantic Communication over Fading Channel: A Learned Broadcast Approach,Kangning Ma; Shuo Shao; Meixia Tao,,article,10.1109/spawc53906.2023.10304507,https://openalex.org/W4388405287,"We consider the image semantic communication in a point-to-point block fading Gaussian channel, with a finite number of channel states. A deep learning-aided broadcast approach is proposed to complete the semantic transmission of different qualities according to the channel state. An autoencoder (AE) is deployed to guide the encoding and decoding of the superposition code within this approach. We introduce some sub-constellations to designate the layer mapping in this superposition coding and generate a super-constellation through the symbol-by-symbol superposition. This super-constellation will be designed for allowing recovering of the semantic message with an adaptive decoding rate at the receiver side. We optimize its geometry and power allocation during training, to minimize the average communication error across all states under a total power constraint. The example exhibits our proposed scheme can adaptively adjust the coding in response to the noise environment and achieve a decent error performance in each channel state.",https://doi.org/10.1109/spawc53906.2023.10304507,direct,指定团队负责人直接署名：Meixia Tao,Shanghai Jiao Tong University,3,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,,pending,,,0,metadata_screened,
joint-coding-modulation-for-digital-semantic-communications-via-variational-autoencoder-2023,2023,Joint Coding-Modulation for Digital Semantic Communications via Variational Autoencoder,Yufei Bo; Yiheng Duan; Shuo Shao; Meixia Tao,arXiv (Cornell University),preprint,10.48550/arxiv.2310.06690,https://openalex.org/W4387561358,"Semantic communications have emerged as a new paradigm for improving communication efficiency by transmitting the semantic information of a source message that is most relevant to a desired task at the receiver. Most existing approaches typically utilize neural networks (NNs) to design end-to-end semantic communication systems, where NN-based semantic encoders output continuously distributed signals to be sent directly to the channel in an analog fashion. In this work, we propose a joint coding-modulation (JCM) framework for digital semantic communications by using variational autoencoder (VAE). Our approach learns the transition probability from source data to discrete constellation symbols, thereby avoiding the non-differentiability problem of digital modulation. Meanwhile, by jointly designing the coding and modulation process together, we can match the obtained modulation strategy with the operating channel condition. We also derive a matching loss function with information-theoretic meaning for end-to-end training. Experiments on image semantic communication validate the superiority of our proposed JCM framework over the state-of-the-art quantization-based digital semantic coding-modulation methods across a wide range of channel conditions, transmission rates, and modulation orders. Furthermore, its performance gap to analog semantic communication reduces as the modulation order increases while enjoying the hardware implementation convenience.",https://doi.org/10.48550/arxiv.2310.06690,direct,指定团队负责人直接署名：Meixia Tao,,1,True,OpenAlex metadata; DOI verified in acquisition/validation stage,excluded,非正式期刊/会议技术论文类型：preprint,,pending,,,0,metadata_screened,
a-deep-learning-based-broadcast-approach-for-image-semantic-communication-over-fading-channels-2024,2024,A deep learning based broadcast approach for image semantic communication over fading channels,Ma Kangning; Shi Yuxuan; Shuo Shao; Meixia Tao,China Communications,article,10.23919/jcc.fa.2023-0773.202407,https://openalex.org/W4400877563,"We consider an image semantic communication system in a time-varying fading Gaussian MIMO channel, with a finite number of channel states. A deep learning-aided broadcast approach scheme is proposed to benefit the adaptive semantic transmission in terms of different channel states. We combine the classic broadcast approach with the image transformer to implement this adaptive joint source and channel coding (JSCC) scheme. Specifically, we utilize the neural network (NN) to jointly optimize the hierarchical image compression and superposition code mapping within this scheme. The learned transformers and codebooks allow recovering of the image with an adaptive quality and low error rate at the receiver side, in each channel state. The simulation results exhibit our proposed scheme can dynamically adapt the coding to the current channel state and outperform some existing intelligent schemes with the fixed coding block.",https://doi.org/10.23919/jcc.fa.2023-0773.202407,direct,指定团队负责人直接署名：Meixia Tao,Shanghai Jiao Tong University,2,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,,pending,,,0,metadata_screened,
cddm-channel-denoising-diffusion-models-for-wireless-semantic-communications-2024,2024,CDDM: Channel Denoising Diffusion Models for Wireless Semantic Communications,Tong Wu; Zhiyong Chen; Dazhi He; Liang Qian; Yin Xu; Meixia Tao; Wenjun Zhang,IEEE Transactions on Wireless Communications,article,10.1109/twc.2024.3379244,https://openalex.org/W4393252833,"Diffusion models (DM) can gradually learn to remove noise, which have been widely used in artificial intelligence generated content (AIGC) in recent years. The property of DM for eliminating noise leads us to wonder whether DM can be applied to wireless communications to help the receiver mitigate the channel noise. To address this, we propose channel denoising diffusion models (CDDM) for semantic communications over wireless channels in this paper. CDDM can be applied as a new physical layer module after the channel equalization to learn the distribution of the channel input signal, and then utilizes this learned knowledge to remove the channel noise. We derive corresponding training and sampling algorithms of CDDM according to the forward diffusion process specially designed to adapt the channel models and theoretically prove that the well-trained CDDM can effectively reduce the conditional entropy of the received signal under small sampling steps. Moreover, we apply CDDM to a semantic communications system based on joint source-channel coding (JSCC) for image transmission and design a three-stage training algorithm for combining them. Extensive experimental results demonstrate that CDDM can further reduce the mean square error (MSE) after minimum mean square error (MMSE) equalizer, and the joint CDDM and JSCC system achieves better performance than the JSCC system, the traditional JPEG2000 with low-density parity-check (LDPC) code approach and other benchmarks in diverse scenarios.",https://doi.org/10.1109/twc.2024.3379244,direct,指定团队负责人直接署名：Meixia Tao,Shanghai Jiao Tong University; Shandong Jiaotong University; Shanghai Open University,108,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,,pending,,,0,metadata_screened,
deep-learning-based-superposition-coded-modulation-for-hierarchical-semantic-communications-over-broadcast-channels-2024,2024,Deep Learning Based Superposition Coded Modulation for Hierarchical Semantic Communications over Broadcast Channels,Yufei Bo; Shuo Shao; Meixia Tao,arXiv (Cornell University),preprint,10.48550/arxiv.2401.01564,https://openalex.org/W4390601313,"We consider multi-user semantic communications over broadcast channels. While most existing works consider that each receiver requires either the same or independent semantic information, this paper explores the scenario where the semantic information desired by different receivers is different but correlated. In particular, we investigate semantic communications over Gaussian broadcast channels where the transmitter has a common observable source but the receivers wish to recover hierarchical semantic information in adaptation to their channel conditions. Inspired by the capacity achieving property of superposition codes, we propose a deep learning based superposition coded modulation (DeepSCM) scheme. Specifically, the hierarchical semantic information is first extracted and encoded into basic and enhanced feature vectors. A linear minimum mean square error (LMMSE) decorrelator is then developed to obtain a refinement from the enhanced features that is uncorrelated with the basic features. Finally, the basic features and their refinement are superposed for broadcasting after probabilistic modulation. Experiments are conducted for two-receiver image semantic broadcasting with coarse and fine classification as hierarchical semantic tasks. DeepSCM outperforms the benchmarking coded-modulation scheme without a superposition structure, especially with large channel disparity and high order modulation. It also approaches the performance upperbound as if there were only one receiver.",https://doi.org/10.48550/arxiv.2401.01564,direct,指定团队负责人直接署名：Meixia Tao,,0,True,OpenAlex metadata; DOI verified in acquisition/validation stage,excluded,非正式期刊/会议技术论文类型：preprint,,pending,,,0,metadata_screened,
deep-learning-based-superposition-coded-modulation-for-hierarchical-semantic-communications-over-broadcast-channels-2024,2024,Deep Learning-Based Superposition Coded Modulation for Hierarchical Semantic Communications Over Broadcast Channels,Yufei Bo; Shuo Shao; Meixia Tao,IEEE Transactions on Communications,article,10.1109/tcomm.2024.3447870,https://openalex.org/W4401749106,"We consider multi-user semantic communications over broadcast channels. While most existing works consider that each receiver requires either the same or independent semantic information, this paper explores the scenario where the semantic information desired by different receivers is different but correlated. In particular, we investigate semantic communications over Gaussian broadcast channels where the transmitter has a common observable source but the receivers wish to recover hierarchical semantic information in adaptation to their channel conditions. Inspired by the capacity achieving property of superposition coding, we propose a deep learning-based superposition coded modulation (DeepSCM) scheme. Specifically, the hierarchical semantic information is first extracted and encoded into basic and enhanced feature vectors. A linear minimum mean square error (LMMSE) decorrelator is then developed to obtain a refinement from the enhanced features that is uncorrelated with the basic features. Finally, the basic features and their refinement are superposed for broadcasting after probabilistic modulation. Extensive experiments are conducted for two-receiver image semantic broadcasting with coarse and fine classification as hierarchical semantic tasks. DeepSCM outperforms the benchmarking coded-modulation scheme without a superposition structure as well as the classic separate source-channel coding baselines, especially with large channel disparity and high order modulation. It also approaches the performance upperbound as if there were only one receiver.",https://doi.org/10.1109/tcomm.2024.3447870,direct,指定团队负责人直接署名：Meixia Tao,Shanghai Jiao Tong University; Shandong Jiaotong University,11,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,,pending,,,0,metadata_screened,
dm-mimo-diffusion-models-for-robust-semantic-communications-over-mimo-channels-2024,2024,DM-MIMO: Diffusion Models for Robust Semantic Communications over MIMO Channels,Yiheng Duan; Tong Wu; Zhiyong Chen; Meixia Tao,,article,10.1109/iccc62479.2024.10681856,https://openalex.org/W4402811797,"This paper investigates robust semantic communications over multiple-input multiple-output (MIMO) fading channels. Current semantic communications over MIMO channels mainly focus on channel adaptive encoding and decoding, which lacks exploration of signal distribution. To leverage the potential of signal distribution in signal space denoising, we develop a diffusion model over MIMO channels (DM-MIMO), a plugin module at the receiver side in conjunction with singular value decomposition (SVD) based precoding and equalization. Specifically, due to the significant variations in effective noise power over distinct sub-channels, we determine the effective sampling steps accordingly and devise a joint sampling algorithm. Utilizing a three-stage training algorithm, DM-MIMO learns the distribution of the encoded signal, which enables noise elimination over all sub-channels. Experimental results demonstrate that the DM-MIMO effectively reduces the mean square errors (MSE) of the equalized signal and the DM-MIMO semantic communication system (DM-MIMO-JSCC) outperforms the JSCC-based semantic communication system in image reconstruction.",https://doi.org/10.1109/iccc62479.2024.10681856,direct,指定团队负责人直接署名：Meixia Tao,Shanghai Jiao Tong University,9,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,,pending,,,0,metadata_screened,
dm-mimo-diffusion-models-for-robust-semantic-communications-over-mimo-channels-2024,2024,DM-MIMO: Diffusion Models for Robust Semantic Communications over MIMO Channels,Yiheng Duan; Tong Wu; Zhiyong Chen; Meixia Tao,arXiv (Cornell University),preprint,10.48550/arxiv.2407.05289,https://openalex.org/W4400480388,"This paper investigates robust semantic communications over multiple-input multiple-output (MIMO) fading channels. Current semantic communications over MIMO channels mainly focus on channel adaptive encoding and decoding, which lacks exploration of signal distribution. To leverage the potential of signal distribution in signal space denoising, we develop a diffusion model over MIMO channels (DM-MIMO), a plugin module at the receiver side in conjunction with singular value decomposition (SVD) based precoding and equalization. Specifically, due to the significant variations in effective noise power over distinct sub-channels, we determine the effective sampling steps accordingly and devise a joint sampling algorithm. Utilizing a three-stage training algorithm, DM-MIMO learns the distribution of the encoded signal, which enables noise elimination over all sub-channels. Experimental results demonstrate that the DM-MIMO effectively reduces the mean square errors (MSE) of the equalized signal and the DM-MIMO semantic communication system (DM-MIMO-JSCC) outperforms the JSCC-based semantic communication system in image reconstruction.",https://doi.org/10.48550/arxiv.2407.05289,direct,指定团队负责人直接署名：Meixia Tao,,0,True,OpenAlex metadata; DOI verified in acquisition/validation stage,excluded,非正式期刊/会议技术论文类型：preprint,,pending,,,0,metadata_screened,
