year,title,authors,venue,doi,volume,issue,pages,sources,matched_queries,screening_status,screening_reason
2022,Exploring the Benefits of Cross-Modal Coding,Zhe Yuan; Bin Kang; Xin Wei; Liang Zhou,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2022.3196586,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2022,Extreme Underwater Image Compression Using Physical Priors,Mengyao Li; Liquan Shen; Yufei Lin; Kun Wang; Jinbo Chen,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2022.3218791,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2022,High Efficient 3D Convolution Feature Compression,Yangang Cai; Peiyin Xing; Xuesong Gao,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2022.3200698,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2022,Image Sanitization in Online Social Networks: A General Framework for Breaking Robust Information Hiding,Zhiying Zhu; Wei Ping; Zhenxing Qian; Sheng Li; Xinpeng Zhang,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2022.3224243,,,,OpenAlex,deep source channel coding image,candidate,pending manual title/abstract/full-text screening
2022,Landmarking for Navigational Streaming of Stored High-Dimensional Media,Yuan Yuan; Gene Cheung; Pascal Frossard; H. Vicky Zhao; Jiwu Huang,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2022.3150780,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2022,Local Geometry-Based Intra Prediction for Octree-Structured Geometry Coding of Point Clouds,Zhecheng Wang; Shuai Wan; Lei Wei,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2022.3205333,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2022,On Understanding of Spatiotemporal Prediction Model,Xu Huang; Xutao Li; Yunming Ye; Shanshan Feng; Chuyao Luo; Bowen Zhang,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2022.3232889,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2022,Overview and Efficiency of Decoder-Side Depth Estimation in MPEG Immersive Video,Dawid Mieloch; Patrick Garus; Marta Milovanović; Joël Jung; Jun Young Jeong; Smitha Lingadahalli Ravi; Basel Salahieh,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2022.3162916,,,,OpenAlex,deep source channel coding video,candidate,pending manual title/abstract/full-text screening
2022,PSCC-Net: Progressive Spatio-Channel Correlation Network for Image Manipulation Detection and Localization,Xiaohong Liu; Yaojie Liu; Jun Chen; Xiaoming Liu,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2022.3189545,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2022,Perceptual Hashing With Complementary Color Wavelet Transform and Compressed Sensing for Reduced-Reference Image Quality Assessment,Mengzhu Yu; Zhenjun Tang; Xianquan Zhang; Bineng Zhong; Xinpeng Zhang,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2022.3190273,,,,OpenAlex,soft video transmission,candidate,pending manual title/abstract/full-text screening
2022,Real-Time Scene-Aware LiDAR Point Cloud Compression Using Semantic Prior Representation,Lili Zhao; Kai‐Kuang Ma; Zhili Liu; Qian Yin; Jianwen Chen,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2022.3145513,,,,OpenAlex,semantic image transmission,candidate,pending manual title/abstract/full-text screening
2022,Reversible Data Hiding for Color Images Based on Adaptive Three-Dimensional Histogram Modification,Qi Chang; Xiaolong Li; Yao Zhao,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2022.3153796,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2022,Symbol Position Recovery for Optical Camera Communication With High-Density Matrix Codes,Jianshuang Xu; Christian Brauers; Johannes Klein; Jörn Jochims; Ruediger Kays,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2022.3231648,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2023,A Cross-Scale Iterative Attentional Adversarial Fusion Network for Infrared and Visible Images,Zhishe Wang; Wenyu Shao; Yanlin Chen; Jiawei Xu; Lei Zhang,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2023.3239627,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2023,A Novel Visually-Lossless Compression Model for Low-Latency Interaction,Huiwen Ren; Zetian Song; Liang Wei; Danni Wang; Yi Luo; Dongping Pan; Yucheng Sun; Haitao Yang; Fangdong Chen; Shanshe Wang; Siwei Ma; Wen Gao,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2023.3297128,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2023,Asynchronous Updating Boolean Network Encryption Algorithm,Suo Gao; Rui Wu; Xingyuan Wang; Jiafeng Liu; Qi Li; Chunpeng Wang; Xianglong Tang,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2023.3237136,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2023,Compact Temporal Trajectory Representation for Talking Face Video Compression,Bolin Chen; Zhao Wang; Binzhe Li; Shiqi Wang; Yan Ye,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2023.3271130,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2023,Cross-Modal Transformers for Infrared and Visible Image Fusion,S.H. Park; An Gia Vien; Chul Lee,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2023.3289170,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2023,DATran: Dual Attention Transformer for Multi-Label Image Classification,Wei Zhou; Zhijie Zheng; Tao Su; Haifeng Hu,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2023.3284812,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2023,DBVC: An End-to-End 3-D Deep Biomedical Video Coding Framework,Dongmei Xue; Haichuan Ma; Li Li; Dong Liu; Zhiwei Xiong; Houqiang Li,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2023.3303228,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2023,Deep Video Super-Resolution Using Hybrid Imaging System,Zicheng Feng; Wenlong Zhang; Shunkun Liang; Qifeng Yu,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2023.3250443,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2023,Deep and Low-Rank Quaternion Priors for Color Image Processing,Tingting Xu; Xiaoyu Kong; Qiangqiang Shen; Yongyong Chen; Yicong Zhou,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2022.3233589,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2023,Dual-Uncertainty Guided Cycle-Consistent Network for Zero-Shot Learning,Yilei Zhang; Yi Tian; Sihui Zhang; Yaping Huang,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2023.3272111,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2023,Eliminating Contextual Prior Bias for Semantic Image Editing via Dual-Cycle Diffusion,Zuopeng Yang; Tianshu Chu; Xin Lin; Erdun Gao; Daqing Liu; Jie Yang; Chaoyue Wang,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2023.3286841,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2023,End-to-End Learnable Multi-Scale Feature Compression for VCM,Yeongwoong Kim; Hyewon Jeong; Janghyun Yu; Younhee Kim; Jooyoung Lee; Seyoon Jeong; Hui Yong Kim,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2023.3302858,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2023,Few-Shot Learning for Image Denoising,Bo Jiang; Yao Lu; Bob Zhang; Guangming Lu,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2023.3248585,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2023,Instance Paradigm Contrastive Learning for Domain Generalization,Zining Chen; Weiqiu Wang; Zhicheng Zhao; Fei Su; Aidong Men; Yuan Dong,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2023.3289201,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2023,Joint Lossless Compression and Encryption for Medical Images,Ping Kong; Li An; Daidou Guo; Liang Zhou; Chuan Qin,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2023.3332228,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2023,Joint Pixel and Frequency Feature Learning and Fusion via Channel-Wise Transformer for High-Efficiency Learned In-Loop Filter in VVC,Birendra Kathariya; Zhu Li; Geert Van der Auwera,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2023.3323483,,,,OpenAlex,deep source channel coding video,candidate,pending manual title/abstract/full-text screening
2023,Locally Adaptive Channel Attention-Based Spatial–Spectral Neural Network for Image Deblurring,Ho Sub Lee; Sung In Cho,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2023.3250509,33,10,5375-5390,Crossref; OpenAlex,Channel Attention-Based Spatial–Spectral Neural Network for Image; full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2023,MASIC: Deep Mask Stereo Image Compression,Xin Deng; Yufan Deng; Ren Yang; Wenzhe Yang; Radu Timofte; Mai Xu,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2023.3253702,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2023,MPAI-EEV: Standardization Efforts of Artificial Intelligence Based End-to-End Video Coding,Chuanmin Jia; Feng Ye; Fanke Dong; Kai Lin; Leonardo Chiariglione; Siwei Ma; Huifang Sun; Wen Gao,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2023.3310188,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2023,Motion Compression Using Structurally Connected Neural Network,Guiyu Xia; Wenkai Ye; Peng Xue; Yubao Sun; Qingshan Liu,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2023.3332911,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2023,Multi-Prior Driven Network for RGB-D Salient Object Detection,Xiaoqin Zhang; Yuewang Xu; Tao Wang; Tangfei Liao,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2023.3268217,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2023,Multiple Information Embedded Hashing for Large-Scale Cross-Modal Retrieval,Yongxin Wang; Yu-Wei Zhan; Zhen-Duo Chen; Xin Luo; Xin-Shun Xu,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2023.3340102,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2023,Mutually Beneficial Transformer for Multimodal Data Fusion,Jinping Wang; Xiaojun Tan,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2023.3274545,,,,OpenAlex,channel adaptive image transmission,candidate,pending manual title/abstract/full-text screening
2023,NOMA-Based Uncoded Video Transmission With Optimization of Joint Resource Allocation,Chaofan He; Shuyuan Zhu; Bing Zeng,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2022.3223954,33,5,2439-2450,Crossref; OpenAlex,Video Transmission; full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2023,Neuron-Based Spiking Transmission and Reasoning Network for Robust Image-Text Retrieval,Wenrui Li; Zhengyu Ma; Liang-Jian Deng; Xiaopeng Fan; Yonghong Tian,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2022.3233042,33,7,3516-3528,Crossref; OpenAlex,Transmission; feature transmission wireless,candidate,pending manual title/abstract/full-text screening
2023,Quality-Constrained Encoding Optimization for Omnidirectional Video Streaming,Chaofan He; Roberto Gerson de Albuquerque Azevedo; Jiacheng Chen; Shuyuan Zhu; Bing Zeng; Pascal Frossard,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2023.3245066,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2023,Quantization Step Estimation of Color Images Based on Res2Net-C With Frequency Clustering Prior Knowledge,Xin Cheng; Jinwei Wang; Hao Wang; Xiangyang Luo; Bin Ma,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2023.3284910,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2023,Recent Advances in Rate Control: From Optimization to Implementation and Beyond,Xuekai Wei; Mingliang Zhou; Heqiang Wang; Haoyan Yang; Lei Chen; Sam Kwong,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2023.3287561,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2023,Rethinking Semantic Image Compression: Scalable Representation With Cross-Modality Transfer,Pingping Zhang; Shiqi Wang; Meng Wang; Jiguo Li; Xu Wang; Sam Kwong,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2023.3241225,33,8,4441-4445,Crossref; OpenAlex,Semantic Image Compression; semantic communication,candidate,pending manual title/abstract/full-text screening
2023,Semantic Disentanglement Adversarial Hashing for Cross-Modal Retrieval,Min Meng; Jiaxuan Sun; Jigang Liu; Jun Yu; Jigang Wu,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2023.3293104,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2023,Single Image Reflection Removal Based on Dark Channel Sparsity Prior,Xinxin Zhang; Kaixin Xing; Qifang Liu; Da Chen; Yilong Yin,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2023.3270173,33,11,6431-6442,Crossref; OpenAlex,Image Reflection Removal Based on Dark Channel; full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2023,Spectral Dual-Channel Encoding for Image Dehazing,Zhanchen Zhu; Daokun Zhang; Zhikang Wang; Siyuan Feng; Peibo Duan,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2023.3264717,33,11,6236-6248,Crossref; OpenAlex,Channel Encoding for Image; full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2023,Synergetic Assessment of Quality and Aesthetic: Approach and Comprehensive Benchmark Dataset,Kaiwei Zhang; Dandan Zhu; Xiongkuo Min; Zhongpai Gao; Guangtao Zhai,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2023.3303933,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2023,Toward Optimal Real-Time Volumetric Video Streaming: A Rolling Optimization and Deep Reinforcement Learning Based Approach,Jie Li; H.P. Wang; Zhi Liu; Pengyuan Zhou; Xianfu Chen; Qiyue Li; Richang Hong,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2023.3277893,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2023,TridentCap: Image-Fact-Style Trident Semantic Framework for Stylized Image Captioning,Lanxiao Wang; Heqian Qiu; Benliu Qiu; Fanman Meng; Qingbo Wu; Hongliang Li,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2023.3315133,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2023,UCSNet: Priors Guided Adaptive Compressive Sensing Framework for Underwater Images,Lihao Zhuang; Liquan Shen; Zhengyong Wang; Yinyi Li,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2023.3261542,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2023,UIALN: Enhancement for Underwater Image With Artificial Light,Mengyao Li; Kun Wang; Liquan Shen; Yufei Lin; Zhengyong Wang; Qijie Zhao,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2023.3237993,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2023,UIE-FSMC: Underwater Image Enhancement Based on Few-Shot Learning and Multi-Color Space,Nianzu Qiao; Jia Sun; Quanbo Ge; Changyin Sun,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2023.3253898,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2023,Underwater Color Disparities: Cues for Enhancing Underwater Images Toward Natural Color Consistencies,Hao Wang; Shixin Sun; Peng Ren,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2023.3289566,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2023,"Underwater Image Quality Improvement via Color, Detail, and Contrast Restoration",Zheng Liang; Weidong Zhang; Rui Ruan; Peixian Zhuang; Xiwang Xie; Chongyi Li,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2023.3297524,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2023,Unified Architecture Adaptation for Compressed Domain Semantic Inference,Zhihao Duan; Zhan Ma; Fengqing Zhu,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2023.3240391,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2023,ViT Spatio-Temporal Feature Fusion for Aerial Object Tracking,Chuangye Guo; Kang Liu; Deng Dong-hu; Xuelong Li,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2023.3326695,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2024,A High Compression Efficiency Hardware Encoder for Intra and Inter Coding With 4K@30fps Throughput,Guohao Xu; Leilei Huang; Zhijian Hao; Wei Li; Shiyan Yi; Xiaoyang Zeng; Yibo Fan,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2024.3417382,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2024,A Novel Truncated Norm Regularization Method for Multi-Channel Color Image Denoising,Yiwen Shan; Dong Hu; Zhi Wang,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2024.3382306,34,9,8427-8441,Crossref; OpenAlex,Channel Color Image; full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2024,A Secure Spatio-Temporal Chaotic Pseudorandom Generator for Image Encryption,Yu Wang; Liquan Chen; Kunliang Yu; Tong Fu,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2024.3384297,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2024,Adaptive On-Device Model Update for Responsive Video Analytics in Adverse Environments,Yuxin Kong; Peng Yang; Yan Cheng,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2024.3466524,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2024,Audio-Semantic Enhanced Pose-Driven Talking Head Generation,Meng Liu; Da Li; Yongqiang Li; Xuemeng Song; Liqiang Nie,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2024.3414412,34,11,11056-11069,Crossref; OpenAlex,Semantic Enhanced Pose-Driven Talking Head Generation; full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2024,CSDet: A Compressed Sensing Object Detection Architecture With Lightweight Networks,Xiaoqian Huang; Yong Gong; Wenhao Wu; Saike Zhu; Yi Zhao,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2024.3485820,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2024,Channel-Wise Interactive Learning for Remote Heart Rate Estimation From Facial Video,Qi Li; Dan Guo; Wei Qian; Xilan Tian; Xiao Sun; Haifeng Zhao; Meng Wang,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2023.3332408,34,6,4542-4555,Crossref; OpenAlex,Channel-Wise Interactive Learning for Remote Heart Rate Estimation From Facial Video; full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2024,Color Image High-Capacity Differential Steganography Algorithm Based on Multiple Adversarial Networks,Bin Ma; Haocheng Wang; Jian Xu; Xiaoyu Wang; Xiaolong Li; Jian Li,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2024.3508849,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2024,Content-Aware Rate Control for Geometry-Based Point Cloud Compression,Junteng Zhang; Junzhe Zhang; Wenxi Ma; Dandan Ding; Zhan Ma,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2024.3400527,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2024,Continual Learning of No-Reference Image Quality Assessment With Channel Modulation Kernel,Hui Li; Liang Liao; Chaofeng Chen; Xiaopeng Fan; Wangmeng Zuo; Weisi Lin,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2024.3443414,34,12,13029-13043,Crossref; OpenAlex,Image Quality Assessment With Channel; full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2024,Continuous and Overall Quality of Experience Evaluation for Streaming Video Based on Rich Features Exploration and Dual-Stage Attention,Ziheng Jia; Xiongkuo Min; Wei Sun; Guangtao Zhai,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2024.3418941,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2024,C³shartMark: A Chart Watermarking Scheme With Consecutive-Encoding and Concurrent-Decoding,Linfeng Ma; Han Fang; Zehua Ma; Zhaoyang Jia; Weiming Zhang; Nenghai Yu,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2024.3454531,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2024,D<sup>3</sup>C<sup>2</sup>-Net: Dual-Domain Deep Convolutional Coding Network for Compressive Sensing,Weiqi Li; Bin Chen; Shuai Liu; Shijie Zhao; Bowen Du; Yongbing Zhang; Jian Zhang,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2024.3397012,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2024,Dynamic Hypergraph Convolutional Network for No-Reference Point Cloud Quality Assessment,Wu Chen; Qiuping Jiang; Wei Zhou; Long Xu; Weisi Lin,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2024.3410052,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2024,EUICN: An Efficient Underwater Image Compression Network,Mengyao Li; Liquan Shen; Xia Hua; Zhaoyi Tian,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2024.3369638,,,,OpenAlex,channel adaptive image transmission,candidate,pending manual title/abstract/full-text screening
2024,Efficient Contextformer: Spatio-Channel Window Attention for Fast Context Modeling in Learned Image Compression,A. Burakhan Koyuncu; Panqi Jia; Atanas Boev; Elena Alshina; Eckehard Steinbach,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2024.3371686,34,8,7498-7511,Crossref; OpenAlex,Channel Window Attention for Fast Context Modeling in Learned Image; full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2024,End-to-End Semantic Segmentation Utilizing Multi-Scale Baseline Light Field,Ruixuan Cong; Hao Sheng; Dazhi Yang; Da Yang; Rongshan Chen; Sizhe Wang; Zhenglong Cui,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2024.3367370,,,,OpenAlex,full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
2024,Enhanced Pseudo-Label Generation With Self-Supervised Training for Weakly- Supervised Semantic Segmentation,Zhen Qin; Yujie Chen; Guosong Zhu; Erqiang Zhou; Yingjie Zhou; Yicong Zhou; Ce Zhu,IEEE Transactions on Circuits and Systems for Video Technology,10.1109/tcsvt.2024.3364764,34,8,7017-7028,Crossref; OpenAlex,Generation With Self-Supervised Training for Weakly- Supervised Semantic; full-journal metadata scan,candidate,pending manual title/abstract/full-text screening
