citation_key,year,title,authors,venue,work_type,doi,openalex_id,abstract,official_url,team_scope,team_evidence,affiliations,cited_by_count,source_verified,source_verification,screening_status,screening_reason,pdf,download_status,download_source,sha256,pages,analysis_status,cross_team_duplicate_of
perceptual-learned-source-channel-coding-for-high-fidelity-image-semantic-transmission-2022,2022,Perceptual Learned Source-Channel Coding for High-Fidelity Image Semantic Transmission,Jun Wang; Sixian Wang; Jincheng Dai; Zhongwei Si; Dekun Zhou; Kai Niu,arXiv (Cornell University),preprint,10.48550/arxiv.2205.13120,https://openalex.org/W4281826695,"As one novel approach to realize end-to-end wireless image semantic transmission, deep learning-based joint source-channel coding (deep JSCC) method is emerging in both deep learning and communication communities. However, current deep JSCC image transmission systems are typically optimized for traditional distortion metrics such as peak signal-to-noise ratio (PSNR) or multi-scale structural similarity (MS-SSIM). But for low transmission rates, due to the imperfect wireless channel, these distortion metrics lose significance as they favor pixel-wise preservation. To account for human visual perception in semantic communications, it is of great importance to develop new deep JSCC systems optimized beyond traditional PSNR and MS-SSIM metrics. In this paper, we introduce adversarial losses to optimize deep JSCC, which tends to preserve global semantic information and local texture. Our new deep JSCC architecture combines encoder, wireless channel, decoder/generator, and discriminator, which are jointly learned under both perceptual and adversarial losses. Our method yields human visually much more pleasing results than state-of-the-art engineered image coded transmission systems and traditional deep JSCC systems. A user study confirms that achieving the perceptually similar end-to-end image transmission quality, the proposed method can save about 50\% wireless channel bandwidth cost.",https://doi.org/10.48550/arxiv.2205.13120,direct,指定团队负责人直接署名：Kai Niu,,2,True,OpenAlex metadata; DOI verified in acquisition/validation stage,excluded,非正式期刊/会议技术论文类型：preprint,,pending,,,0,metadata_screened,
semantic-communication-for-internet-of-vehicles-a-multi-user-cooperative-approach-2022,2022,Semantic Communication for Internet of Vehicles: A Multi-User Cooperative Approach,Wenjun Xu; Yimeng Zhang; Feng‐Yu Wang; Zhijin Qin; Chenyao Liu; Ping Zhang,arXiv (Cornell University),preprint,10.48550/arxiv.2212.03037,https://openalex.org/W4310884177,"Internet of Vehicles (IoV) is expected to become the central infrastructure to provide advanced services to connected vehicles and users for higher transportation efficiency and security. A variety of emerging applications/services bring explosively growing demands for mobile data traffic between connected vehicles and roadside units (RSU), imposing the significant challenge of spectrum scarcity to IoV. In this paper, we propose a cooperative semantic-aware architecture to convey essential semantics from collaborated users to servers for lowering the data traffic. In contrast to current solutions that are mainly based on piling up highly complex signal processing techniques and multiple access capabilities in terms of syntactic communications, this paper puts forth the idea of semantic-aware content delivery in IoV. Specifically, the successful transmission of essential semantics of the source data is pursued, rather than the accurate reception of symbols regardless of its meaning as in conventional syntactic communications. To assess the benefits of the proposed architecture, we provide a case study of the image retrieval task for vehicles in intelligent transportation systems. Simulation results demonstrate that the proposed architecture outperforms the existing solutions with fewer radio resources, especially in a low signal-to-noise-ratio (SNR) regime, which can shed light on the potential of the proposed architecture in extending the applications in extreme environments.",https://doi.org/10.48550/arxiv.2212.03037,direct,指定团队负责人直接署名：Ping Zhang,,5,True,OpenAlex metadata; DOI verified in acquisition/validation stage,excluded,非正式期刊/会议技术论文类型：preprint,,pending,,,0,metadata_screened,
timeliness-of-information-for-computation-intensive-status-updates-in-task-oriented-communications-2022,2022,Timeliness of Information for Computation-intensive Status Updates in Task-oriented Communications,Xiaoqi Qin; Yanlin Li; Xianxin Song; Nan Ma; Chuan Huang; Ping Zhang,arXiv (Cornell University),preprint,10.48550/arxiv.2209.13259,https://openalex.org/W4297946414,"Moving beyond just interconnected devices, the increasing interplay between communication and computation has fed the vision of real-time networked control systems. To obtain timely situational awareness, IoT devices continuously sample computation-intensive status updates, generate perception tasks and offload them to edge servers for processing. In this sense, the timeliness of information is considered as one major contextual attribute of status updates. In this paper, we derive the closed-form expressions of timeliness of information for computation offloading at both edge tier and fog tier, where two stage tandem queues are exploited to abstract the transmission and computation process. Moreover, we exploit the statistical structure of Gauss-Markov process, which is widely adopted to model temporal dynamics of system states, and derive the closed-form expression for process-related timeliness of information. The obtained analytical formulas explicitly characterize the dependency among task generation, transmission and execution, which can serve as objective functions for system optimization. Based on the theoretical results, we formulate a computation offloading optimization problem at edge tier, where the timeliness of status updates is minimized among multiple devices by joint optimization of task generation, bandwidth allocation, and computation resource allocation. An iterative solution procedure is proposed to solve the formulated problem. Numerical results reveal the intertwined relationship among transmission and computation stages, and verify the necessity of factoring in the task generation process for computation offloading strategy design.",https://doi.org/10.48550/arxiv.2209.13259,direct,指定团队负责人直接署名：Ping Zhang,,2,True,OpenAlex metadata; DOI verified in acquisition/validation stage,excluded,非正式期刊/会议技术论文类型：preprint,,pending,,,0,metadata_screened,
toward-adaptive-semantic-communications-efficient-data-transmission-via-online-learned-nonlinear-transform-source-channe-2022,2022,Toward Adaptive Semantic Communications: Efficient Data Transmission via Online Learned Nonlinear Transform Source-Channel Coding,Jincheng Dai; Sixian Wang; Ke Yang; Kailin Tan; Xiaoqi Qin; Zhongwei Si; Kai Niu; Ping Zhang,arXiv (Cornell University),preprint,10.48550/arxiv.2211.04339,https://openalex.org/W4308672223,"The emerging field semantic communication is driving the research of end-to-end data transmission. By utilizing the powerful representation ability of deep learning models, learned data transmission schemes have exhibited superior performance than the established source and channel coding methods. While, so far, research efforts mainly concentrated on architecture and model improvements toward a static target domain. Despite their successes, such learned models are still suboptimal due to the limitations in model capacity and imperfect optimization and generalization, particularly when the testing data distribution or channel response is different from that adopted for model training, as is likely to be the case in real-world. To tackle this, we propose a novel online learned joint source and channel coding approach that leverages the deep learning model's overfitting property. Specifically, we update the off-the-shelf pre-trained models after deployment in a lightweight online fashion to adapt to the distribution shifts in source data and environment domain. We take the overfitting concept to the extreme, proposing a series of implementation-friendly methods to adapt the codec model or representations to an individual data or channel state instance, which can further lead to substantial gains in terms of the bandwidth ratio-distortion performance. The proposed methods enable the communication-efficient adaptation for all parameters in the network without sacrificing decoding speed. Our experiments, including user study, on continually changing target source data and wireless channel environments, demonstrate the effectiveness and efficiency of our approach, on which we outperform existing state-of-the-art engineered transmission scheme (VVC combined with 5G LDPC coded transmission).",https://doi.org/10.48550/arxiv.2211.04339,direct,"指定团队负责人直接署名：Kai Niu, Ping Zhang",,3,True,OpenAlex metadata; DOI verified in acquisition/validation stage,excluded,非正式期刊/会议技术论文类型：preprint,,pending,,,0,metadata_screened,
towards-semantic-communications-a-paradigm-shift-2022,2022,Towards Semantic Communications: A Paradigm Shift,Kai Niu; Jincheng Dai; Shengshi Yao; Sixian Wang; Zhongwei Si; Xiaoqi Qin; Ping Zhang,arXiv (Cornell University),preprint,10.48550/arxiv.2203.06692,https://openalex.org/W4226220053,"The last seventy years have witnessed the transition of communication from Shannon's theoretical concept to current high-efficient practical systems. Classical communication systems address the capability-deficiency issue mainly by module-stacking and technique-densification with ever-increasing complexity. In such a traditional viewpoint, classical source coding only uses explicit probabilistic models to compress data, regardless of the meaning of transmitted source messages. Also, channel coded transmission does not identify the source content. In this sense, state-of-the-art communication systems work merely at the technical level as summarized by Weaver. Unlike the traditional system design philosophy, this article proposes a new route to boost the system capabilities towards intelligence-endogenous and primitive-concise communications. The communication paradigm upgrades to the semantic level, which is radically different since all the key techniques imply the use of meanings of transmitted data, thus deeply changing the design of the communication system. This paradigm shifting unveils a promising direction due to its ability to offer an identical quality of service with much lower data transmission requirement. Different from other similar works, this article constitutes a brief tutorial on the framework of semantic communications, its gain analyzed from the information theory perspective, a method to calculate the semantic compression bound, and an exemplary use case of semantic communications.",https://doi.org/10.48550/arxiv.2203.06692,direct,"指定团队负责人直接署名：Kai Niu, Ping Zhang",,8,True,OpenAlex metadata; DOI verified in acquisition/validation stage,excluded,非正式期刊/会议技术论文类型：preprint,,pending,,,0,metadata_screened,
variational-speech-waveform-compression-to-catalyze-semantic-communications-2022,2022,Variational Speech Waveform Compression to Catalyze Semantic Communications,Shengshi Yao; Zixuan Xiao; Sixian Wang; Jincheng Dai; Kai Niu; Ping Zhang,arXiv (Cornell University),preprint,10.48550/arxiv.2212.05294,https://openalex.org/W4311550826,"We propose a novel neural waveform compression method to catalyze emerging speech semantic communications. By introducing nonlinear transform and variational modeling, we effectively capture the dependencies within speech frames and estimate the probabilistic distribution of the speech feature more accurately, giving rise to better compression performance. In particular, the speech signals are analyzed and synthesized by a pair of nonlinear transforms, yielding latent features. An entropy model with hyperprior is built to capture the probabilistic distribution of latent features, followed with quantization and entropy coding. The proposed waveform codec can be optimized flexibly towards arbitrary rate, and the other appealing feature is that it can be easily optimized for any differentiable loss function, including perceptual loss used in semantic communications. To further improve the fidelity, we incorporate residual coding to mitigate the degradation arising from quantization distortion at the latent space. Results indicate that achieving the same performance, the proposed method saves up to 27% coding rate than widely used adaptive multi-rate wideband (AMR-WB) codec as well as emerging neural waveform coding methods.",https://doi.org/10.48550/arxiv.2212.05294,direct,"指定团队负责人直接署名：Kai Niu, Ping Zhang",,0,True,OpenAlex metadata; DOI verified in acquisition/validation stage,excluded,非正式期刊/会议技术论文类型：preprint,,pending,,,0,metadata_screened,
versatile-semantic-coded-transmission-over-mimo-fading-channels-2022,2022,Versatile Semantic Coded Transmission over MIMO Fading Channels,Shengshi Yao; Sixian Wang; Jincheng Dai; Kai Niu; Ping Zhang,arXiv (Cornell University),preprint,10.48550/arxiv.2210.16741,https://openalex.org/W4307929344,"Semantic communications have shown great potential to boost the end-to-end transmission performance. To further improve the system efficiency, in this paper, we propose a class of novel semantic coded transmission (SCT) schemes over multiple-input multiple-output (MIMO) fading channels. In particular, we propose a high-efficiency SCT system supporting concurrent transmission of multiple streams, which can maximize the multiplexing gain of end-to-end semantic communication system. By jointly considering the entropy distribution on the source semantic features and the wireless MIMO channel states, we design a spatial multiplexing mechanism to realize adaptive coding rate allocation and stream mapping. As a result, source content and channel environment will be seamlessly coupled, which maximizes the coding gain of SCT system. Moreover, our SCT system is versatile: a single model can support various transmission rates. The whole model is optimized under the constraint of transmission rate-distortion (RD) tradeoff. Experimental results verify that our scheme substantially increases the throughput of semantic communication system. It also outperforms traditional MIMO communication systems under realistic fading channels.",https://doi.org/10.48550/arxiv.2210.16741,direct,"指定团队负责人直接署名：Kai Niu, Ping Zhang",,5,True,OpenAlex metadata; DOI verified in acquisition/validation stage,excluded,非正式期刊/会议技术论文类型：preprint,,pending,,,0,metadata_screened,
wireless-deep-video-semantic-transmission-2022,2022,Wireless Deep Video Semantic Transmission,Sixian Wang; Jincheng Dai; Zijian Liang; Kai Niu; Zhongwei Si; Chaoyang Dong; Xiaoqi Qin; Ping Zhang,arXiv (Cornell University),preprint,10.48550/arxiv.2205.13129,https://openalex.org/W4281696568,"In this paper, we design a new class of high-efficiency deep joint source-channel coding methods to achieve end-to-end video transmission over wireless channels. The proposed methods exploit nonlinear transform and conditional coding architecture to adaptively extract semantic features across video frames, and transmit semantic feature domain representations over wireless channels via deep joint source-channel coding. Our framework is collected under the name deep video semantic transmission (DVST). In particular, benefiting from the strong temporal prior provided by the feature domain context, the learned nonlinear transform function becomes temporally adaptive, resulting in a richer and more accurate entropy model guiding the transmission of current frame. Accordingly, a novel rate adaptive transmission mechanism is developed to customize deep joint source-channel coding for video sources. It learns to allocate the limited channel bandwidth within and among video frames to maximize the overall transmission performance. The whole DVST design is formulated as an optimization problem whose goal is to minimize the end-to-end transmission rate-distortion performance under perceptual quality metrics or machine vision task performance metrics. Across standard video source test sequences and various communication scenarios, experiments show that our DVST can generally surpass traditional wireless video coded transmission schemes. The proposed DVST framework can well support future semantic communications due to its video content-aware and machine vision task integration abilities.",https://doi.org/10.48550/arxiv.2205.13129,direct,"指定团队负责人直接署名：Kai Niu, Ping Zhang",,1,True,OpenAlex metadata; DOI verified in acquisition/validation stage,excluded,非正式期刊/会议技术论文类型：preprint,,pending,,,0,metadata_screened,
witt-a-wireless-image-transmission-transformer-for-semantic-communications-2022,2022,WITT: A Wireless Image Transmission Transformer for Semantic Communications,Ke Yang; Sixian Wang; Jincheng Dai; Kailin Tan; Kai Niu; Ping Zhang,arXiv (Cornell University),preprint,10.48550/arxiv.2211.00937,https://openalex.org/W4308166548,"In this paper, we aim to redesign the vision Transformer (ViT) as a new backbone to realize semantic image transmission, termed wireless image transmission transformer (WITT). Previous works build upon convolutional neural networks (CNNs), which are inefficient in capturing global dependencies, resulting in degraded end-to-end transmission performance especially for high-resolution images. To tackle this, the proposed WITT employs Swin Transformers as a more capable backbone to extract long-range information. Different from ViTs in image classification tasks, WITT is highly optimized for image transmission while considering the effect of the wireless channel. Specifically, we propose a spatial modulation module to scale the latent representations according to channel state information, which enhances the ability of a single model to deal with various channel conditions. As a result, extensive experiments verify that our WITT attains better performance for different image resolutions, distortion metrics, and channel conditions. The code is available at https://github.com/KeYang8/WITT.",https://doi.org/10.48550/arxiv.2211.00937,direct,"指定团队负责人直接署名：Kai Niu, Ping Zhang",,4,True,OpenAlex metadata; DOI verified in acquisition/validation stage,excluded,非正式期刊/会议技术论文类型：preprint,,pending,,,0,metadata_screened,
advances-and-challenges-in-semantic-communications-a-systematic-review-2023,2023,Advances and Challenges in Semantic Communications: A Systematic Review,Ping Zhang; Yiming Liu; Yile Song; Jiaxiang Zhang,National Science Open,review,10.1360/nso/20230029,https://openalex.org/W4389751704,"Inspired by the recent success of Machine Learning (ML), the concept of semantic communication introduced by Weaver in 1949 has gained significant attention and has become a promising research direction. Unlike conventional communication systems, semantic communication emphasizes the precise retrieval of conveyed meaning from the source to the receiver, rather than focusing on the accurate transmission of symbols. Thus, semantic communication can achieve a significant gain in source data compression, alleviate communication bandwidth pressure, and support new intelligent services, which is envisioned as a crucial enabler of future sixth-generation (6G) networks. In this review, we critically summarize the advances made in semantic information and semantic communications, including theory, architecture, and potential applications. Moreover, we deeply explore the major challenges in developing semantic communications and present the development prospects, aiming to prompt further scientific and industrial advances in semantic communications.",https://doi.org/10.1360/nso/20230029,direct,指定团队负责人直接署名：Ping Zhang,Beijing University of Posts and Telecommunications; Peng Cheng Laboratory,17,True,OpenAlex metadata; DOI verified in acquisition/validation stage,excluded,书目类型为 review，按本次口径不进入核心技术论文,,pending,,,0,metadata_screened,
