citation_key,year,title,authors,venue,work_type,doi,openalex_id,abstract,official_url,team_scope,team_evidence,affiliations,cited_by_count,source_verified,source_verification,screening_status,screening_reason,pdf,download_status,download_source,sha256,pages,analysis_status,cross_team_duplicate_of
efficient-semantic-aware-encryption-for-semantic-communication-in-intelligent-connected-vehicles-2025,2025,Efficient Semantic-Aware Encryption for Semantic Communication in Intelligent Connected Vehicles,Bizhu Wang; Zhiqiang Bian; Yue Chen; Xiaodong Xu; Chen Sun; Wenqi Zhang; Ping Zhang,IEEE Wireless Communications Letters,article,10.1109/lwc.2025.3595855,https://openalex.org/W4412985145,"Semantic communication (SemCom) significantly improves inter-vehicle interactions in intelligent connected vehicles (ICVs) within limited wireless spectrum. However, the open nature of wireless communications introduces eavesdropping risks. To mitigate this, we propose the Efficient Semantic-aware Encryption (ESAE) mechanism. By integrating cryptography into SemCom, ESAE enables secure semantic information transmission with minimal key transmission overhead. ESAE leverages semantic reciprocity between source and reconstructed information from past communications to independently generate session keys at both ends, reducing key transmission costs and associated security risks. Additionally, ESAE introduces a semantic-aware key pre-processing method (SA-KP) using the YOLO-v10 model to extract consistent semantics from bit-level diverse yet semantically identical content, ensuring key consistency. Experimental results confirm ESAE’s superiority in efficiency and security over existing schemes under diverse wireless conditions, with key performance factors analyzed.",https://doi.org/10.1109/lwc.2025.3595855,direct,指定团队负责人直接署名：Ping Zhang,Beijing University of Posts and Telecommunications; Sony (China),2,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2025_Wang_Efficient_Semantic_Aware_Encryption_for_Semantic_Communication_in_Intelligent_Connected_Ve.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\Efficient_Semantic-Aware_Encryption_for_Semantic_Communication_in_Intelligent_Connected_Vehicles.pdf,3fdfb9566ced4cea3a4aaab02c82fc4312dbe2abeffeb98465fbc6099fcbb354,5,fulltext_evidence_extracted,
efficient-video-semantic-transmission-needs-generative-latent-priors-2025,2025,Efficient Video Semantic Transmission Needs Generative Latent Priors,Sixian Wang; Jincheng Dai; Haotong Cao; Guo Lu; Kai Niu; Wenjun Xu; Wenjun Zhang; Ping Zhang,2025 Seventeenth International Conference on Wireless Communications and Signal Processing (WCSP),proceedings-article,10.1109/wcsp68525.2025.1010507,,,https://doi.org/10.1109/wcsp68525.2025.1010507,direct,"补充数据库轮次核验：指定负责人直接署名（Kai Niu, Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。",,0,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,papers/2025_Wang_Efficient_Video_Semantic_Transmission_Needs_Generative_Latent_Priors.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\Efficient_Video_Semantic_Transmission_Needs_Generative_Latent_Priors.pdf,556ae13695a2d800a3b38dff29692cacb15cb1775bfb012fa6ccc4fcb0f58a01,7,fulltext_evidence_extracted,
explicit-semantic-base-empowered-communications-for-6g-mobile-networks-2025,2025,Explicit Semantic-Base-Empowered Communications for 6G Mobile Networks,Fengyu Wang; Yuan Zheng; Wenjun Xu; Junxiao Liang; Ping Zhang; Zhu Han,Engineering,article,10.1016/j.eng.2025.08.039,https://openalex.org/W4414107043,"Increasing demands for massive data transmission pose significant challenges to communication systems. Compared with traditional communication systems that focus on the accurate reconstruction of bit sequences, semantic communications (SemComs), which aim to deliver information connotation, are regarded as a key technology for sixth-generation (6G) mobile networks. Most current SemComs utilize an end-to-end (E2E) trained neural network (NN) for semantic extraction and interpretation, which lacks interpretability for further optimization. Moreover, NN-based SemComs assume that the application and physical layers of the protocol stack can be jointly trained, which is incompatible with current digital communication systems. To overcome those drawbacks, we propose a SemCom system that employs explicit semantic bases (Sebs) as the basic units to represent semantic connotations. First, a mathematical model of Sebs is proposed to build an explicit knowledge base (KB). Then, the Seb-based SemCom architecture is proposed, including both a communication mode and a KB update mode to enable the evolution of communication systems. Sem-codec and channel codec modules are designed specifically, with the assistance of an explicit KB for the efficient and robust transmission of semantics. Moreover, unequal error protection (UEP) is strategically implemented, considering communication intent and the importance of Sebs, thereby ensuring the reliability of critical semantics. In addition, a Seb-based SemCom protocol stack that is compatible with the fifth-generation (5G) protocol stack is proposed. To assess the effectiveness and compatibility of the proposed Seb-based SemComs, a case study focusing on an image-transmission task is conducted. The simulations show that our Seb-based SemComs outperform state-of-the-art works in learned perceptual image patch similarity (LPIPS) by over 20% under varying communication intents and exhibit robustness under fluctuating channel conditions, highlighting the advantages of the interpretability and flexibility afforded by explicit Sebs.",https://doi.org/10.1016/j.eng.2025.08.039,direct,指定团队负责人直接署名：Ping Zhang,Beijing University of Posts and Telecommunications; University of Houston,3,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2025_Wang_Explicit_Semantic_Base_Empowered_Communications_for_6G_Mobile_Networks.pdf,downloaded,https://arxiv.org/pdf/2408.05596,e490c0e4e7bd90d5c7830ae8aa6348bce9913a121c7e933a3e7459e7fbcba30c,11,fulltext_evidence_extracted,
importance-aware-robust-semantic-transmission-for-leo-satelliteground-communication-2025,2025,Importance-Aware Robust Semantic Transmission for LEO Satellite–Ground Communication,Cao Hui; Rui Meng; Xiaodong Xu; Shujun Han; Ping Zhang,IEEE Internet of Things Journal,article,10.1109/jiot.2025.3645361,https://openalex.org/W4417469988,"Satellite-ground semantic communication is anticipated to serve a critical role in the forthcoming sixth-generation (6G) mobile networks. Nonetheless, task-oriented data transmission in such systems remains a formidable challenge, primarily due to the dynamic nature of Signal-to-Noise Ratio (SNR) fluctuations and the stringent bandwidth limitations inherent to Low Earth Orbit (LEO) satellite channels. In response to these constraints, we propose an Importance-Aware Robust Semantic Transmission (IRST) framework, specifically designed for scenarios characterized by bandwidth scarcity and channel variability. The IRST scheme begins by applying a segmentation model enhancement algorithm to improve the granularity and accuracy of semantic segmentation. Subsequently, a task-driven semantic selection method is employed to prioritize the transmission of semantically vital content based on real-time Channel State Information (CSI). Furthermore, the framework incorporates a stack-based, SNR-aware channel codec capable of executing adaptive channel coding in alignment with SNR variations. Comparative evaluations across diverse operating conditions demonstrate the superior performance and resilience of the IRST model relative to existing benchmarks. The code is available at https://github.com/lightwindy-ch/IRST.git.",https://doi.org/10.1109/jiot.2025.3645361,direct,指定团队负责人直接署名：Ping Zhang,Beijing University of Posts and Telecommunications,2,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2025_Hui_Importance_Aware_Robust_Semantic_Transmission_for_LEO_Satellite_Ground_Communication.pdf,downloaded,https://arxiv.org/pdf/2508.11457,015bbb3e6502dde4a63c9678225dc14803a168cbdd4bf03506a8793db5ebb56c,17,fulltext_evidence_extracted,
in-band-full-duplex-system-for-semantic-communication-2025,2025,In-Band Full-Duplex System for Semantic Communication,Mengran Shi; Haotai Liang; Chen Dong; Xiaodong Xu; Rui Meng; Ping Zhang,IEEE Internet of Things Journal,article,10.1109/jiot.2025.3598151,https://openalex.org/W4413157553,"Driven by the severe self-interference (SI) in in-band full-duplex (IBFD) technologies, which creates extremely harsh communication environments, addressing this challenge has become a critical research focus. Semantic communication technologies, meanwhile, exhibit significant advantages in constrained environments by enabling efficient information transmission with reduced data volume and optimized bandwidth utilization. This article proposes an in-band full-duplex semantic communication (IBFD-SC), which combines IBFD with semantic communication to save transmission volume and improve spectral efficiency. The system incorporates a semantic importance mechanism, which is merged with radio frequency (RF) communication links. A semantic importance mapping module is introduced to map semantic symbols to baseband signals, considering both channel conditions and the significance of semantic symbols. Additionally, a nonlinear interference cancellation method is designed to eliminate SI, ensuring the integrity and reliability of key semantic information during communication. Experimental results demonstrate that the integration of semantic importance effectively mitigates interference and improves communication performance, particularly under low signal to interference plus noise ratio (SINR) conditions.",https://doi.org/10.1109/jiot.2025.3598151,direct,指定团队负责人直接署名：Ping Zhang,Beijing University of Posts and Telecommunications,0,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2025_Shi_In_Band_Full_Duplex_System_for_Semantic_Communication.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\In-Band_Full-Duplex_System_for_Semantic_Communication.pdf,ee04e422e7f19fea0ea81ad4af17b4ab844278d64c6e78188a10f3662e6231bc,18,fulltext_evidence_extracted,
llm-empowered-semantic-communication-for-multi-task-3d-scene-understanding-in-low-altitude-economy-networks-2025,2025,LLM-Empowered Semantic Communication for Multi-Task 3D Scene Understanding in Low-Altitude Economy Networks,Jiawei Wang; Yang Tian; Junjie Li; Haofeng Sun; Hui Tian; Ping Zhang,IEEE Transactions on Cognitive Communications and Networking,article,10.1109/tccn.2025.3642880,https://openalex.org/W4417251999,"The rapid expansion of aerial vehicle applications in the low-altitude economy (LAE) requires reliable scene understanding to support safe and effective urban operations. However, existing 2D-based methods suffer from depth errors and occlusion, while direct 3D data transmission incurs unsustainable communication costs. Although semantic communication (SemCom) offers a promising alternative by transmitting only task-relevant features, its application to 3D scene understanding remains largely unexplored. To address these issues, we propose a task-oriented SemCom framework (TASC-3D), aiming to enhance 3D scene understanding in LAE networks. Specifically, TASC-3D integrates a hybrid encoder for effective scene representation, a diffusion model for enhanced noise resilience, and a large language model (LLM) to interpret high-level semantics into executable commands. A key challenge lies in the effective encoding of complex 3D environments, which fundamentally differs from 2D scenes due to the inherent structure and spatial complexity. To tackle this challenge, we introduce an object-level hybrid encoder that fuses geometric and visual semantics to provide a comprehensive and compact representation of 3D scenes. Then, an adaptive-rate channel denoising module is proposed for robust semantic transmission under fluctuating wireless conditions. Furthermore, to support multiple 3D perception tasks within a unified framework, we leverage an LLM to implement a unified multi-task formulation. Extensive experiments demonstrate that TASC-3D outperforms baseline methods in compression efficiency, transmission robustness, and downstream tasks accuracy, highlighting its potential for enabling practical 3D semantic communication in LAE aerial applications.",https://doi.org/10.1109/tccn.2025.3642880,direct,指定团队负责人直接署名：Ping Zhang,Beijing University of Posts and Telecommunications,0,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2025_Wang_LLM_Empowered_Semantic_Communication_for_Multi_Task_3D_Scene_Understanding_in_Low_Altitude.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\LLM-Empowered_Semantic_Communication_for_Multi-Task_3D_Scene_Understanding_in_Low-Altitude_Economy_Networks.pdf,9d7826b577282d17fa5b4c5a9db29a1df9c9376f6f5ea50abdcbb1e13d0ba899,15,fulltext_evidence_extracted,
learnable-residual-based-latent-denoising-in-semantic-communication-2025,2025,Learnable Residual-Based Latent Denoising in Semantic Communication,Mingkai Xu; Yongpeng Wu; Yuxuan Shi; Xiang‐Gen Xia; Wenjun Zhang; Ping Zhang,IEEE Wireless Communications Letters,article,10.1109/lwc.2025.3542811,https://openalex.org/W4407691850,"A latent denoising semantic communication (SemCom) framework is proposed for robust image transmission over noisy channels. By incorporating a learnable latent denoiser into the receiver, the received signals are preprocessed to effectively remove the channel noise and recover the semantic information, thereby enhancing the quality of the decoded images. Specifically, a latent denoising mapping is established by an iterative residual learning approach to improve the denoising efficiency while ensuring stable performance. Moreover, channel signal-to-noise ratio (SNR) is utilized to estimate and predict the latent similarity score (SS) for conditional denoising, where the number of denoising steps is adapted based on the predicted SS sequence, further reducing the communication latency. Finally, simulations demonstrate that the proposed framework can effectively and efficiently remove the channel noise at various levels and reconstruct visual-appealing images.",https://doi.org/10.1109/lwc.2025.3542811,direct,指定团队负责人直接署名：Ping Zhang,Shanghai Jiao Tong University; University of Delaware; Beijing University of Posts and Telecommunications,2,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2025_Xu_Learnable_Residual_Based_Latent_Denoising_in_Semantic_Communication.pdf,downloaded,https://arxiv.org/pdf/2502.07319,b8f61220156ded318efa5640a4eb42f1ebcf2a1f8a793b11367041e0adb36185,5,fulltext_evidence_extracted,
learning-based-task-centric-multi-user-semantic-communication-solution-for-vehicle-networks-2025,2025,Learning-Based Task-Centric Multi-User Semantic Communication Solution for Vehicle Networks,Yifan Yuan; Jingxuan Zhang; Xiaodong Xu; Bizhu Wang; Shujun Han; Mengying Sun; Ping Zhang,IEEE Transactions on Vehicular Technology,article,10.1109/tvt.2025.3541019,https://openalex.org/W4407574982,"With the application of 5G in in-vehicle network scenarios, the inevitable crisis of scarcity of communication resources is deepening. At the same time, considering the high demands for communication delay in vehicular network scenarios, it is essential to meet the requirements for reliable information transmission in high-speed mobility environments. To address these issues, we propose the Task-Centric Multi-User Semantic Communication (TCMSC) solution, designed to meet the energy consumption and transmission time delay requirements in line with the new paradigm of semantic communication. Our solution introduces a task-centric semantic processing model aimed at improving Semantic Spectral Efficiency (S-SE). The TCMSC solution is tailored for multi-service vehicle scenarios, optimizing power consumption and enhancing reliability, making it well-suited for challenging environments. Moreover, we propose a novel method using Stochastic Network Calculus (SNC) to accurately model semantic task delay and calculate the upper bound of Vehicle-to-Infrastructure (V2I) delay-bound violation probability. However, to tackle the increased optimization complexity from SNC while simultaneously enhancing feature extraction, we propose the Transformer Advantage Actor Critic (TR-A2C) algorithm. This algorithm leverages the Transformer to capture dynamic vehicle parameters across scenarios, accelerating the TCMSC solution. Experimental results demonstrate that, compared to traditional single-service vehicle dispatch, TCMSC improves delay violation probability by <inline-formula xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink""><tex-math notation=""LaTeX"">${2.88\%}$</tex-math></inline-formula> and reduces power consumption by <inline-formula xmlns:mml=""http://www.w3.org/1998/Math/MathML"" xmlns:xlink=""http://www.w3.org/1999/xlink""><tex-math notation=""LaTeX"">${31.1\%}$</tex-math></inline-formula>, all while effectively enhancing S-SE in complex traffic environments.",https://doi.org/10.1109/tvt.2025.3541019,direct,指定团队负责人直接署名：Ping Zhang,Beijing University of Posts and Telecommunications; University of Science and Technology Beijing,5,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2025_Yuan_Learning_Based_Task_Centric_Multi_User_Semantic_Communication_Solution_for_Vehicle_Network.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\Learning-Based_Task-Centric_Multi-User_Semantic_Communication_Solution_for_Vehicle_Networks.pdf,311b5f178409217063f4c34953594d6cb94a32c559ba94e63a377a76384d9698,15,fulltext_evidence_extracted,
model-hopping-semantic-communication-system-for-a-reliable-and-secure-transmission-2025,2025,Model-Hopping Semantic Communication System for a Reliable and Secure Transmission,Hongchao Jiang; Chen Dong; Haotai Liang; Xiaodong Xu; Yucheng Liu; Zhe Zheng; Ping Zhang,IEEE Transactions on Information Forensics and Security,article,10.1109/tifs.2025.3616625,,,https://doi.org/10.1109/tifs.2025.3616625,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,2,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,papers/2025_Jiang_Model_Hopping_Semantic_Communication_System_for_a_Reliable_and_Secure_Transmission.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\Model-Hopping_Semantic_Communication_System_for_a_Reliable_and_Secure_Transmission.pdf,46011a3bbfd53005c21d9fd3ecfc4b8efc3d0a668f0030a3dcf0aab1256000a2,16,fulltext_evidence_extracted,
multitask-semantic-communication-a-mutual-information-aided-semi-supervised-approach-2025,2025,Multitask Semantic Communication: A Mutual Information-Aided Semi-Supervised Approach,Yining Wang; Wenqiang Yi; Shujun Han; Xiaodong Xu; Ping Zhang; Arumugam Nallanathan,IEEE Internet of Things Journal,article,10.1109/jiot.2025.3607792,https://openalex.org/W4414165919,"In this article, we design an end-to-end digital semantic communication system to transmit semantic symbols that simultaneously facilitate image classification tasks and reconstruction tasks. By training a mutual information-assisted joint source-channel coding (MIJSCC) framework, the learned semantic representation can incorporate both pixel-level generative information for reconstruction and structural discriminative information for classification, which are obtained label-free via global and local mutual information estimation and maximization, as well as mean-square error (MSE) minimization. Then, the high-resolution semantic representation is quantized into finite constellation symbols to satisfy the hardware constraint on discrete control in practical radio frequency systems. Considering dynamic channel conditions in practical communication systems, we further design an adaptive MIJSCC (A-MIJSCC) framework with attention-based semantic enhancement (A-MIJSCC), which allows for the sequential activation of varying dimensions of the semantic representation according to channel signal-to-noise ratio. Compared to existing semantic communication frameworks that are dominated by end target and labels, the MIJSCC addresses the semi-supervised learning of intermediate semantics. Simulation results show that the proposed MIJSCC supports both image classification and reconstruction via task-agnostic semantic extraction, whose performance surpasses the benchmark frameworks. It is also demonstrated that the A-MIJSCC method facilitates the adaptive semantic transmission under varying channel conditions, which effectively reduces the transmission overhead while preserving task performance.",https://doi.org/10.1109/jiot.2025.3607792,direct,指定团队负责人直接署名：Ping Zhang,Beijing University of Posts and Telecommunications; University of Essex; Queen Mary University of London,1,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2025_Wang_Multitask_Semantic_Communication_A_Mutual_Information_Aided_Semi_Supervised_Approach.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\Multitask_Semantic_Communication_A_Mutual_Information-Aided_Semi-Supervised_Approach.pdf,2d2e0cef41b19ee3a42436e2e016b3901f67231fd7042bd833efb51af70d3c0a,17,fulltext_evidence_extracted,
multiuser-content-style-adaptive-semantic-communication-for-image-transmission-2025,2025,Multiuser Content-Style Adaptive Semantic Communication for Image Transmission,Mengshu Song; Nan Ma; Haotai Liang; Chen Dong; Weizhi Li; Jianqiao Chen; Yijing Lin; Ping Zhang,IEEE Internet of Things Journal,article,10.1109/jiot.2025.3581393,https://openalex.org/W4411446205,"With the rapid development of Internet of Things (IoT) technology, an increasing number of resource-constrained devices operate in dynamic and heterogeneous network environments, posing challenges for efficient image transmission. Multi-user semantic communication (SC) enables reduced bandwidth consumption and enhanced noise resilience by understanding the intrinsic meaning of information and sharing common semantic features across devices, offering great potential for widespread applications in various IoT scenarios. However, current multi-users SC approaches for image transmission lack adaptability and fail to consider both content and style features, leading to degraded image reconstruction quality. Moreover, semantic redundancy among devices remains underutilized, limiting bandwidth efficiency in IoT networks. To address these limitations, in this paper, a novel multi-user content-style adaptive semantic communication system for image transmission in IoT scenarios is proposed. Specifically, a dual-branch semantic information extraction and adaptive recovery scheme is first established, which simultaneously captures and adaptively fuses semantic content and style features to improve reconstruction quality. Secondly, an adaptive common information extraction and enhanced coding module is introduced for resource-limited IoT devices, which dynamically adjusts the transmission rate based on varying channel conditions and the computational capabilities of different users, further optimizing communication performance. Finally, experimental results show that the proposed method improves peak signal-to-noise (PSNR) by at least 10% under poor SNR conditions for multi-users semantic communication, compared to baseline methods.",https://doi.org/10.1109/jiot.2025.3581393,direct,指定团队负责人直接署名：Ping Zhang,Beijing University of Posts and Telecommunications; Ubiquitous Energy (United States),2,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2025_Song_Multiuser_Content_Style_Adaptive_Semantic_Communication_for_Image_Transmission.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\Multiuser_Content-Style_Adaptive_Semantic_Communication_for_Image_Transmission.pdf,f53a4bdd81be2e2f5c9e48f3f92c963d12bf4127efc5b13ea56e6e91727a7c13,16,fulltext_evidence_extracted,
nerfcom-feature-transform-coding-meets-neural-radiance-field-for-free-view-3-d-scene-semantic-transmission-2025,2025,NeRFCom: Feature Transform Coding Meets Neural Radiance Field for Free-View 3-D Scene Semantic Transmission,Weijie Yue; Zhongwei Si; Bolin Wu; Sixian Wang; Xiaoqi Qin; Kai Niu; Jincheng Dai; Ping Zhang,IEEE Communications Letters,article,10.1109/lcomm.2025.3544882,https://openalex.org/W4407900643,"We introduce NeRFCom, a novel communication system designed for end-to-end 3D scene transmission. Compared to traditional systems relying on handcrafted NeRF semantic feature decomposition for compression and well-adaptive channel coding for transmission error correction, our NeRFCom employs a nonlinear transform and learned probabilistic models, enabling flexible variable-rate joint source-channel coding and efficient bandwidth allocation aligned with the NeRF semantic feature’s different contribution to the 3D scene synthesis fidelity. Experimental results demonstrate that NeRFCom achieves free-view 3D scene efficient transmission while maintaining robustness under adverse channel conditions.",https://doi.org/10.1109/lcomm.2025.3544882,direct,"指定团队负责人直接署名：Kai Niu, Ping Zhang",Beijing University of Posts and Telecommunications,0,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2025_Yue_NeRFCom_Feature_Transform_Coding_Meets_Neural_Radiance_Field_for_Free_View_3_D_Scene_Seman.pdf,downloaded,https://arxiv.org/pdf/2502.19873,2d74a4a174302a1f421f1c2698a7a1a3f3edabe25b6798dc9fab81788c832327,5,fulltext_evidence_extracted,
pcst-geometry-based-point-cloud-semantic-transmission-for-low-latency-xr-communications-2025,2025,PCST: Geometry-based Point Cloud Semantic Transmission for Low-Latency XR Communications,Shuojun Lyu; Tianjian Dang; Zhenyu Liu; Shuo Shao; Kai Niu; Jincheng Dai,,article,10.1109/spawc66079.2025.11143324,https://openalex.org/W4413980331,"Point cloud is a crucial data modality for future extended reality (XR) applications; however, its large data volume presents significant challenges for achieving low-latency transmission over bandwidth-constrained wireless channels. In this paper, we address this issue by extending the end-to-end semantic communication framework from image compression to point cloud transmission. Specifically, we propose a novel joint sourcechannel coding (JSCC) codec tailored for efficient and robust transmission of point clouds over error-prone wireless channels. Unlike existing image-based JSCC approaches, our method explicitly accounts for the sparse spatial structure inherent to point cloud data. We design a geometry-aware neural JSCC codec built upon sparse convolutional networks, which significantly enhances processing efficiency. Moreover, a weighted binary cross-entropy (WBCE) loss is employed to improve training effectiveness and convergence stability. Extensive experiments demonstrate that the proposed PCST system achieves smoother surface reconstructions and superior preservation of geometric details compared to state-of-the-art point cloud transmission schemes. Notably, in scenarios characterized by low channel bandwidth ratio (CBR) and low signal-to-noise ratio (SNR), the PCST system exhibits relatively stable and remarkable performance in terms of PSNR D1 and PSNR D2 metrics. Additionally, its graceful performance degradation under varying channel conditions highlights its robustness and suitability for real-time XR applications.",https://doi.org/10.1109/spawc66079.2025.11143324,direct,指定团队负责人直接署名：Kai Niu,Ministry of Communications; Beijing University of Posts and Telecommunications; University of Shanghai for Science and Technology,0,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2025_Lyu_PCST_Geometry_based_Point_Cloud_Semantic_Transmission_for_Low_Latency_XR_Communications.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\PCST_Geometry-based_Point_Cloud_Semantic_Transmission_for_Low-Latency_XR_Communications.pdf,cdeabfca1a64b48213e75fef7e6c110d9b7b161882bf60eef7bc48daa9805396,5,fulltext_evidence_extracted,
rate-splitting-multiple-access-enabled-adaptive-panoramic-video-semantic-transmission-2025,2025,Rate Splitting Multiple Access-Enabled Adaptive Panoramic Video Semantic Transmission,Haixiao Gao; Mengying Sun; Xiaodong Xu; Shujun Han; Bizhu Wang; Jingxuan Zhang; Ping Zhang,IEEE Transactions on Wireless Communications,article,10.1109/twc.2025.3570465,https://openalex.org/W4410614372,"In immersive communication, delivering real-time, high-resolution 360-degree panoramic videos imposes extremely high demands on network performance. In this paper, we propose a rate splitting multiple access (RSMA)-enabled adaptive panoramic video semantic transmission (APVST) framework. Specifically, APVST is built based on the deep joint source-channel coding (JSCC) structure and achieves adaptive semantic extraction and variable-length coding of panoramic frames. Additionally, APVST employs an entropy model and a latitude adaptive module to jointly achieve rate control, and utilizes a weight attention module to enhance the panoramic video quality. Given the overlapping field of view (FoV) when users watch panoramic videos, RSMA is integrated into the semantic transmission to further improve system efficiency. Therefore, we introduce an RSMA-enabled semantic stream transmission scheme, and formulate a joint optimization problem for latency and video quality by optimizing power, common rate, and channel bandwidth allocation ratios, aiming to maximize the users’ quality of service (QoS). To address this problem, we develop a deep reinforcement learning (DRL) approach based on the proximal policy optimization (PPO) algorithm, which integrates semantic-level FoV information to effectively adapt to dynamically changing environments. Simulation results indicate that our proposed APVST reduces bandwidth consumption by 20% compared to semantic video transmission schemes and 45% compared to traditional ones. Furthermore, our research validates the effectiveness of RSMA in panoramic video semantic transmission, demonstrating QoS improvements of up to 20% compared to other multiple access schemes.",https://doi.org/10.1109/twc.2025.3570465,direct,指定团队负责人直接署名：Ping Zhang,Beijing University of Posts and Telecommunications; University of Science and Technology Beijing,7,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2025_Gao_Rate_Splitting_Multiple_Access_Enabled_Adaptive_Panoramic_Video_Semantic_Transmission.pdf,downloaded,https://arxiv.org/pdf/2402.16581,6f29df411ffdc96a9b062e5314a8182cb641fc53a0b73e08d9c21e814dc49a0c,16,fulltext_evidence_extracted,
resilient-image-semantic-communication-based-on-rate-optimized-information-bottleneck-theory-2025,2025,Resilient Image Semantic Communication Based on Rate-Optimized Information Bottleneck Theory,Wenyuan Wang; Chaowei Wang; Zhi Zhang; Wenjun Xu; Ping Zhang; Fan Jiang; Jisong Xu; Yizhuo Cai; Mingliang Pang; Lexi Xu; Tony Q. S. Quek,IEEE Transactions on Network Science and Engineering,article,10.1109/tnse.2025.3626331,https://openalex.org/W4415624249,"With the increasing demand for multimedia transmission over wireless networks, ensuring efficient and reliable image delivery is increasingly challenging due to channel impairments and limited bandwidth. Although semantic-aware deep joint source-channel coding (DeepJSCC) has emerged as a promising solution, most existing methods neglect the potential role of semantic correlation in rate control. To address this limitation, we propose a resilient deep coding neural network (RDCNN) that leverages the information bottleneck (IB) principle for rate optimization. The core of our approach is an improved rate-distortion (RD) guided image semantic communication system, which comprehensively considers the rate, pixel and semantic-level distortion, and semantic entropy. A rate-adaptive mechanism is constructed, which adjusts based on channel conditions, using Gumbel-Softmax sampling and a weighted asymmetric Gaussian distribution. Furthermore, the framework incorporates a reconfigurable neural network architecture that adapts its complexity to the signal-to-noise ratio (SNR), thereby achieving a balance between computational complexity and transmission accuracy. Simulations across datasets and channel conditions demonstrate that RDCNN consistently outperforms conventional methods and state-of-the-art baselines in terms of channel bandwidth ratio (CBR) and reconstruction quality. In particular, RDCNN achieves lower CBR while preserving high image fidelity, even under adverse channel conditions.",https://doi.org/10.1109/tnse.2025.3626331,direct,指定团队负责人直接署名：Ping Zhang,Beijing University of Posts and Telecommunications; State Key Laboratory of Networking and Switching Technology; Xi’an University of Posts and Telecommunications; China United Network Communications Group (China); Singapore University of Technology and Design,2,True,OpenAlex metadata; DOI verified in acquisition/validation stage,included,正式同行评审技术研究论文，主题与团队归属均满足,papers/2025_Wang_Resilient_Image_Semantic_Communication_Based_on_Rate_Optimized_Information_Bottleneck_Theo.pdf,downloaded,reused local corpus: kai-niu-semantic-communications\papers\Resilient_Image_Semantic_Communication_Based_on_Rate-Optimized_Information_Bottleneck_Theory.pdf,a7e74c46b03e86e201e16413a8aac2941020fb79311b3c077d6bce12ac04f452,17,fulltext_evidence_extracted,
