citation_key,year,title,authors,venue,work_type,doi,openalex_id,abstract,official_url,team_scope,team_evidence,affiliations,cited_by_count,source_verified,source_verification,screening_status,screening_reason,pdf,download_status,download_source,sha256,pages,analysis_status,cross_team_duplicate_of
integration-of-semantic-communication-and-state-tracking-for-intellicise-agentic-collaboration-2026,2026,Integration of Semantic Communication and State Tracking for Intellicise Agentic Collaboration,Yanlin Li; Ruichen Zhang; Junming Shao; Xiaoqi Qin; Dusit Niyato; Ping Zhang,IEEE Communications Magazine,article,10.1109/mcom.001.2500793,,,https://doi.org/10.1109/mcom.001.2500793,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,0,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,,pending,,,0,metadata_screened,
fuse-before-transmit-a-multimodal-semantic-communication-method-2024,2024,Fuse Before Transmit: A Multimodal Semantic Communication Method,Leiyu Wang; Xiaodong Xu; Hao Chen; Yaping Sun; Nan Ma; Ping Zhang,2024 IEEE Globecom Workshops (GC Wkshps),proceedings-article,10.1109/gcwkshp64532.2024.11100606,,,https://doi.org/10.1109/gcwkshp64532.2024.11100606,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,2,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,,pending,,,0,metadata_screened,
interference-suppressed-noma-for-semantic-aware-communication-networks-2024,2024,Interference Suppressed NOMA for Semantic-Aware Communication Networks,Yimeng Zhang; Ruikang Zhong; Yuanwei Liu; Wenjun Xu; Ping Zhang,IEEE Transactions on Wireless Communications,article,10.1109/twc.2024.3371775,,,https://doi.org/10.1109/twc.2024.3371775,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,15,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,,pending,,,0,metadata_screened,
robust-information-bottleneck-guided-non-autoregressive-semantic-communication-with-synonymous-mapping-2026,2026,Robust Information Bottleneck Guided Non-Autoregressive Semantic Communication With Synonymous Mapping,Mingtong Zhang; Haixia Zhang; Dongfeng Yuan; Ping Zhang,IEEE Transactions on Wireless Communications,article,10.1109/twc.2026.3679533,,,https://doi.org/10.1109/twc.2026.3679533,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,0,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,,pending,,,0,metadata_screened,
proof-of-unlearning-for-semantic-knowledge-bases-in-large-language-models-enabled-semantic-communication-2026,2026,Proof of Unlearning for Semantic Knowledge Bases in Large Language Models-Enabled Semantic Communication,Yijing Lin; Ze Chai; Jiacheng Wang; Zhipeng Gao; Nan Ma; Ping Zhang; Dusit Niyato,IEEE Communications Magazine,article,10.1109/mcom.001.2500479,,,https://doi.org/10.1109/mcom.001.2500479,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,0,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,,pending,,,0,metadata_screened,
knowledge-base-enabled-semantic-communication-a-generative-perspective-2024,2024,Knowledge Base Enabled Semantic Communication: A Generative Perspective,Jinke Ren; Zezhong Zhang; Jie Xu; Guanying Chen; Yaping Sun; Ping Zhang; Shuguang Cui,IEEE Wireless Communications,article,10.1109/mwc.001.2300553,,,https://doi.org/10.1109/mwc.001.2300553,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,46,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,,pending,,,0,metadata_screened,
model-hopping-semantic-communication-system-for-a-reliable-and-secure-transmission-2025,2025,Model-Hopping Semantic Communication System for a Reliable and Secure Transmission,Hongchao Jiang; Chen Dong; Haotai Liang; Xiaodong Xu; Yucheng Liu; Zhe Zheng; Ping Zhang,IEEE Transactions on Information Forensics and Security,article,10.1109/tifs.2025.3616625,,,https://doi.org/10.1109/tifs.2025.3616625,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,2,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,,pending,,,0,metadata_screened,
spharq-based-semantic-communication-2026,2026,SPHARQ-Based Semantic Communication,Wannian An; Chen Dong; Haotai Liang; Xiaodong Xu; Rui Meng; Ping Zhang,IEEE Transactions on Wireless Communications,article,10.1109/twc.2025.3649359,,,https://doi.org/10.1109/twc.2025.3649359,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,1,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,,pending,,,0,metadata_screened,
adaptive-frame-interpolation-symbolic-semantic-communication-for-low-latency-wireless-video-transmission-2026,2026,Adaptive Frame Interpolation Symbolic Semantic Communication for Low Latency Wireless Video Transmission,Xiaoxuan Qi; Nan Ma; Yijing Lin; Wenkai Liu; Zhicheng Bao; Ping Zhang,IEEE Transactions on Cognitive Communications and Networking,article,10.1109/tccn.2026.3662328,,,https://doi.org/10.1109/tccn.2026.3662328,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,0,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,,pending,,,0,metadata_screened,
evolutionary-knowledge-enhanced-semantic-communication-transition-from-siso-to-mimo-2026,2026,Evolutionary Knowledge-Enhanced Semantic Communication: Transition From SISO to MIMO,Bizhu Wang; Huachao Xiong; Shujun Han; Mengying Sun; Daiqi Zhang; Xiaodong Xu; Ping Zhang,IEEE Transactions on Network Science and Engineering,article,10.1109/tnse.2026.3662778,,,https://doi.org/10.1109/tnse.2026.3662778,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,1,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,,pending,,,0,metadata_screened,
rethinking-generative-semantic-communication-for-multi-user-systems-with-large-language-models-2025,2025,Rethinking Generative Semantic Communication for Multi-User Systems with Large Language Models,Wanting Yang; Zehui Xiong; Shiwen Mao; Tony Q. S. Quek; Ping Zhang; Mérouane Debbah; Rahim Tafazolli,IEEE Wireless Communications,article,10.1109/mwc.002.2400332,,,https://doi.org/10.1109/mwc.002.2400332,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,16,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,,pending,,,0,metadata_screened,
s2ie-semantic-and-side-information-embedded-papr-reduction-for-ofdm-based-semantic-communications-2026,2026,S2IE: Semantic and Side Information-Embedded PAPR Reduction for OFDM-Based Semantic Communications,Chenyao Liu; Weiyu Zhao; Yimeng Zhang; Liyang Lu; Wenjun Xu; Nan Ma; Ping Zhang,IEEE Transactions on Network Science and Engineering,article,10.1109/tnse.2026.3697611,,,https://doi.org/10.1109/tnse.2026.3697611,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,0,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,,pending,,,0,metadata_screened,
semantic-communications-for-uav-data-aggregation-a-layered-design-against-alterable-hovering-position-2026,2026,Semantic Communications for UAV Data Aggregation: A Layered Design Against Alterable Hovering Position,Lan Lin; Wenjun Xu; Yimeng Zhang; Xin Yuan; Jinglin Zhang; Zhu Han; Ping Zhang,IEEE Transactions on Wireless Communications,article,10.1109/twc.2025.3614182,,,https://doi.org/10.1109/twc.2025.3614182,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,1,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,,pending,,,0,metadata_screened,
flexible-bit-and-semantic-on-demand-transmission-framework-in-hyper-reliable-and-low-latency-communications-scenarios-2026,2026,Flexible Bit and Semantic On-Demand Transmission Framework in Hyper-Reliable and Low Latency Communications Scenarios,Jingxuan Zhang; Xiqi Cheng; Haijun Zhang; Peng Cui; Suyu Lv; Xiaodong Xu; Ping Zhang; Tony Q. S. Quek,IEEE Transactions on Wireless Communications,article,10.1109/twc.2025.3598278,,,https://doi.org/10.1109/twc.2025.3598278,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,2,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,,pending,,,0,metadata_screened,
cross-modal-generative-semantic-communications-powered-by-semantic-knowledge-base-2026,2026,Cross-Modal Generative Semantic Communications Powered by Semantic Knowledge Base,Zechuan Fang; Mengying Sun; Sen Wang; Xiaodong Xu; Haixiao Gao; Jinghong Huang; Shujun Han; Ping Zhang,IEEE Transactions on Network Science and Engineering,article,10.1109/tnse.2025.3650269,,,https://doi.org/10.1109/tnse.2025.3650269,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,4,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,,pending,,,0,metadata_screened,
2-dam-sc-2-d-adaptive-modulation-for-semantic-communications-under-shadowed-fading-channels-2026,2026,2-DAM-SC: 2-D-Adaptive Modulation for Semantic Communications Under Shadowed Fading Channels,Chenyao Liu; Yimeng Zhang; Wenjun Xu; Liyang Lu; Jiaqi Wang; Dusit Niyato; Ping Zhang,IEEE Wireless Communications Letters,article,10.1109/lwc.2026.3680659,,,https://doi.org/10.1109/lwc.2026.3680659,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,0,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,,pending,,,0,metadata_screened,
semantic-knowledge-base-enhanced-joint-source-channel-coding-framework-for-robust-semantic-communications-2026,2026,Semantic Knowledge Base-Enhanced Joint Source-Channel Coding Framework for Robust Semantic Communications,Haixiao Gao; Mengying Sun; Yanhan Wang; Xiaodong Xu; Zechuan Fang; Nan Ma; Ping Zhang,2026 IEEE Wireless Communications and Networking Conference (WCNC),proceedings-article,10.1109/wcnc65185.2026.11555589,,,https://doi.org/10.1109/wcnc65185.2026.11555589,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,0,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,,pending,,,0,metadata_screened,
fundamental-limitation-of-semantic-communications-neural-estimation-for-rate-distortion-2023,2023,Fundamental Limitation of Semantic Communications: Neural Estimation for Rate-Distortion,Dongxu Li; Jianhao Huang; Chuan Huang; Xiaoqi Qin; Han Zhang; Ping Zhang,Journal of Communications and Information Networks,article,10.23919/jcin.2023.10387242,,,https://doi.org/10.23919/jcin.2023.10387242,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,10,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,,pending,,,0,metadata_screened,
secure-intellicise-wireless-network-agentic-ai-for-coverless-semantic-steganography-communication-2026,2026,Secure Intellicise Wireless Network: Agentic AI for Coverless Semantic Steganography Communication,Rui Meng; Song Gao; Bingxuan Xu; Xiaodong Xu; Jianqiao Chen; Nan Ma; Pei Xiao; Ping Zhang; Rahim Tafazolli,IEEE Transactions on Cognitive Communications and Networking,article,10.1109/tccn.2026.3692413,,,https://doi.org/10.1109/tccn.2026.3692413,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,0,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,,pending,,,0,metadata_screened,
channel-adaptive-cross-modal-generative-semantic-communication-for-point-cloud-transmission-2026,2026,Channel-Adaptive Cross-Modal Generative Semantic Communication for Point Cloud Transmission,Wanting Yang; Zehui Xiong; Qianqian Yang; Ping Zhang; Mérouane Debbah; Rahim Tafazolli,IEEE Transactions on Cognitive Communications and Networking,article,10.1109/tccn.2026.3657061,,,https://doi.org/10.1109/tccn.2026.3657061,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,1,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,,pending,,,0,metadata_screened,
s-mdma-sensitivity-aware-model-division-multiple-access-for-satellite-ground-semantic-communication-2026,2026,S-MDMA: Sensitivity-Aware Model Division Multiple Access for Satellite-Ground Semantic Communication,Hui Cao; Rui Meng; Shujun Han; Song Gao; Xiaodong Xu; Ping Zhang,IEEE Transactions on Network Science and Engineering,article,10.1109/tnse.2026.3679535,,,https://doi.org/10.1109/tnse.2026.3679535,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,0,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,,pending,,,0,metadata_screened,
generative-semantic-communication-for-ai-model-parameters-2026,2026,Generative Semantic Communication for AI Model Parameters,Yihao Sun; Sheng Jiang; Chen Dong; Mengying Sun; Qiyun Guo; Xiaodong Xu; Ping Zhang,IEEE Transactions on Network Science and Engineering,article,10.1109/tnse.2026.3687075,,,https://doi.org/10.1109/tnse.2026.3687075,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,1,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,,pending,,,0,metadata_screened,
important-bits-prefix-m-ary-quadrature-amplitude-modulation-for-semantic-communications-2026,2026,Important Bits Prefix M-Ary Quadrature Amplitude Modulation for Semantic Communications,Haonan Lu; Rui Meng; Xiaodong Xu; Yiming Liu; Ping Zhang; Dusit Niyato,IEEE Wireless Communications Letters,article,10.1109/lwc.2026.3693913,,,https://doi.org/10.1109/lwc.2026.3693913,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,1,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,,pending,,,0,metadata_screened,
collaborate-for-real-time-gain-semantic-based-robotic-communication-in-3d-object-tracking-2025,2025,Collaborate for Real-Time Gain: Semantic-Based Robotic Communication in 3D Object Tracking,Junming Shao; Xiaoqi Qin; Jian Gao; Yanlin Li; Liang Xin; Ping Zhang,IEEE Transactions on Mobile Computing,article,10.1109/tmc.2025.3559584,,,https://doi.org/10.1109/tmc.2025.3559584,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,1,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,,pending,,,0,metadata_screened,
timely-gossiping-for-semantic-based-status-tracking-in-robotic-communications-2025,2025,Timely Gossiping for Semantic-Based Status Tracking in Robotic Communications,Yanlin Li; Xiaoqi Qin; Xianxin Song; Lexi Xu; Yue Zhao; Dusit Niyato; Ping Zhang,IEEE Transactions on Vehicular Technology,article,10.1109/tvt.2025.3585664,,,https://doi.org/10.1109/tvt.2025.3585664,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,0,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,,pending,,,0,metadata_screened,
adaptive-source-channel-coding-for-semantic-communications-over-parallel-gaussian-channels-2025,2025,Adaptive Source-Channel Coding for Semantic Communications over Parallel Gaussian Channels,Dongxu Li; Kai Yuan; Jianhao Huang; Chuan Huang; Xiaoqi Qin; Shuguang Cui; Ping Zhang,GLOBECOM 2025 - 2025 IEEE Global Communications Conference,proceedings-article,10.1109/globecom59602.2025.11432345,,,https://doi.org/10.1109/globecom59602.2025.11432345,direct,补充数据库轮次核验：指定负责人直接署名（Ping Zhang）；Crossref/DBLP 正式 DOI 元数据。,,1,True,Crossref/DBLP late-index audit; DOI publisher record,included_late_indexed,补充数据库检索发现的正式同行评审技术论文；通过负责人直接署名、年份、DOI、主题和文献类型核验,,pending,,,0,metadata_screened,
