year,volume,issue,pages,title,authors,venue,doi,screening_status,screening_reason,publication_year_basis
2025,11,4,2368-2385,SINR-Adaptive and CBR-Controllable Semantic Cellular Communication Considering Imperfect CSI and Inter-Cell Co-Channel Interference,Haiwen Niu; Luhan Wang; Zhaoming Lu; Celimuge Wu; Xiangming Wen,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2024.3522140,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,2026 Early Access / volume pending
2025,11,2,1210-1224,Semantic Image Encoding and Communication for Earth Observation With LEO Satellites,Van-Phuc Bui; Thinh Quang Dinh; Israel Leyva‐Mayorga; Shashi Raj Pandey; Eva Lagunas; Petar Popovski,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2024.3451724,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,2026 Early Access / volume pending
2025,11,2,725-737,Semantic Information Extraction and Multi-Agent Communication Optimization Based on Generative Pre-Trained Transformer,Li Zhou; Xinfeng Deng; Zhe Wang; Xiaoying Zhang; Yanjie Dong; Xiping Hu; Zhaolong Ning; Jibo Wei,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2024.3482354,related,adjacent visual coding/transmission lineage retained for boundary comparison,formal TCSVT volume year
2025,11,2,687-699,Semantic Successive Refinement: A Generative AI-Aided Semantic Communication Framework,Kexin Zhang; Lixin Li; Wensheng Lin; Yuna Yan; Rui Li; Wenchi Cheng; Zhu Han,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2025.3526839,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2025,11,1,59-74,Semantic Utility Loss of Information for Energy Efficient Semantic Status Update Communications,Liang Xu; Jian Jiao; Tao Yang; Jianhao Huang; Ye Wang; Qinyu Zhang,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2024.3417627,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,2026 Early Access / volume pending
2025,11,1,90-104,SwinJSCC: Taming Swin Transformer for Deep Joint Source-Channel Coding,Ke Yang; Sixian Wang; Jincheng Dai; Xiaoqi Qin; Kai Niu; Ping Zhang,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2024.3424842,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2025,11,3,1723-1737,Task-Oriented Communication for Graph Data: A Graph Information Bottleneck Approach,Shujing Li; Yanhu Wang; Shuaishuai Guo; Chenyuan Feng,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2024.3465651,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,11433-11447,3-D Gaussian SLAM Based on Joint Source-Channel Coding and Multi-Scale Constraints,Shuqi Liu; Yufeng Zhuang; Jingqing Wang; Zhuohui Yao; Yanzhu Hu,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2026.3720357,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,10179-10199,6G-Oriented Semantic Extraction in Semantic Communications: From DL to Large AI Models,Yuxuan Wei; Xiao Chen; Zhaohui Yang; Jianfeng Shi; Hao Jiang; Cunhua Pan; Feng Shu; Jiajia Liu,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2026.3712130,related,adjacent visual coding/transmission lineage retained for boundary comparison,formal TCSVT volume year
2026,12,,6582-6597,A Dynamic Adaptive Deep Coding-Classification Framework for Intelligent Pragmatic Tasks in Semantic Communication,Mingdie Yan; Likun Huang; Qiang Li; Ronghua Liu; Zian Meng; Wenqian Tang; Xiaohu Ge,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2026.3670165,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,9444-9459,A Learned Network Coding Scheme for Robust Image Transmission in Lossy Relay Networks,Han Shen; Qifu Tyler Sun; Fanyang Meng; Ye Wang; Jian Zou; Zongpeng Li; Yongsheng Liang,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2026.3705838,related,adjacent visual coding/transmission lineage retained for boundary comparison,formal TCSVT volume year
2026,,,1-1,A Lite Robust Semantic Communication (LRSC) Scheme via Enhancing Fidelity,Chuanyu Dong; Qing Wang; Kai Guan; Zhiqiang Wu; Zhicheng Dong; Song Yang,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2026.3721535,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,2026 Early Access / volume pending
2026,12,,5014-5031,A Semantic-Aware Resource Allocation for Emerging AAV-NOMA Networks Empowered by Bayesian Active Inference,Ali Krayani; Felix Obite; Atm S. Alam; Lucio Marcenaro; Arumugam Nallanathan; Carlo S. Regazzoni,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2025.3637049,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,2026 Early Access / volume pending
2026,12,,427-442,Adaptive Cross-Modal Super-Resolution Semantic Communication for Mobile AI-Generated Panoramic Video,Haixiao Gao; Mengying Sun; Xiaodong Xu; Xiqi Cheng; Shujun Han; Ping Zhang,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2025.3561304,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,6175-6190,Adaptive Frame Interpolation Symbolic Semantic Communication for Low Latency Wireless Video Transmission,Xiaoxuan Qi; Nan Ma; Yijing Lin; Wenkai Liu; Zhicheng Bao; Ping Zhang,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2026.3662328,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,8141-8155,Adaptive Semantic Image Transmission With Object Prioritization and Over-the-Air Validation,Jiarun Ding; Peiwen Jiang; Chao-Kai Wen; Shi Jin,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2026.3692647,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,5983-5998,Channel-Adaptive Cross-Modal Generative Semantic Communication for Point Cloud Transmission,Wanting Yang; Zehui Xiong; Qianqian Yang; Ping Zhang; Mérouane Debbah; Rahim Tafazolli,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2026.3657061,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,7909-7925,Channel-Adaptive Semantic Communication for Stereoscopic Media: Design and Prototype Implementation,Jingxuan Men; Mahdi Boloursaz Mashhadi; Ning Wang; Yi Ma; Mike Nilsson; Rahim Tafazolli,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2026.3689868,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,10093-10105,Channel-Aware Latent Flow-Matching Semantic Communication for Agentic AI,Zhiyue Zhang; Shaojie Wang; Junsheng Mu; Yalong Hu; Li Li,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2026.3705851,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,1892-1904,Complex Valued Linear Discriminant Analysis on mmWave Radar Face Signatures for Task-Oriented Semantic Communication,Simy M. Baby; E. S. Gopi,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2025.3598379,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,9279-9296,Conquering High Packet-Loss Erasure: MoE Swin Transformer-Based Video Semantic Communication,Lei Teng; Senran Fan; Chen Dong; Haotai Liang; Zhicheng Bao; Xiaodong Xu; Rui Meng; Ping Zhang,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2026.3705844,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,4277-4289,Content-Aware Scheduling Policy for Goal-Oriented Status Updating With Multiple Sources,Fuzhou Peng; Xijun Wang; Xiang Chen,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2025.3637040,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,2026 Early Access / volume pending
2026,12,,6942-6954,Convolutional Autoencoder-Enhanced Semantic Communication in Optical Fiber Systems,Xiaomin Cai; Fengyuan Tian; Yunfan Zhang; Sergei Popov; Gan Zheng; Tianhua Xu,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2026.3677171,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,8402-8414,Cross-Domain Semantic Image Communication Empowered by LEO Embodied Intelligence,Yunze Zhang; Chaowei Wang; Wenyuan Wang; Zhi Zhang; Wenjun Xu; Fan Jiang; Lexi Xu,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2026.3695848,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,2026 Early Access / volume pending
2026,12,,9114-9129,D-SIC: Energy-Efficient Digital Semantic Image Communication via Large Generative Models,Bilal Khalid; Jaroslaw E. Prilepsky; Sergei K. Turitsyn; Pedro Freire,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2026.3706089,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,9247-9262,DiT-JSCC: Rethinking Deep JSCC With Diffusion Transformers and Semantic Representations,Kailin Tan; Jincheng Dai; Sixian Wang; Guo Lu; Shuo Shao; Kai Niu; Wenjun Zhang; Ping Zhang,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2026.3705826,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,5832-5847,Frame-Based Zero-Shot Semantic Channel Equalization for AI-Native Communications,Simone Fiorellino; Claudio Battiloro; Emilio Calvanese Strinati; Paolo Di Lorenzo,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2026.3658783,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,6207-6220,From Local to Global: Semantic Communication-Driven Remote 3D Scene Reconstruction Using Low-Altitude Platforms,Tianle Mai; Haipeng Yao; Gepeng Zhu; Chenlang Jin; Xiangjun Xin,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2026.3662333,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,9902-9916,GDE: A Generative Diffusion Equalizer for ICSI-Free Semantic Communications in SAGINs,Huaifeng Shi; Long Zhou; Wen Tian; Chaofan Liu,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2026.3709876,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,8171-8185,Generative Semantic Communication: Diffusion Models Beyond Bit Recovery,Eleonora Grassucci; Sergio Barbarossa; Danilo Comminiello,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2026.3689849,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,9460-9473,Group-Level Feature-Aware Hybrid Coding for Adaptive Task-Oriented Tactile Communication,Shengyu Zhang; Qi Zhang; Liuchang Yang; Yan Wang; Tao Jiang,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2026.3710171,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,5638-5648,High Quality and Secure Speech Transmission at Low Bitrate via Semantic-Acoustic Hybrid Coding for Low-Altitude Intelligent Systems,Bo Chen; Jianping An; Bowen Gui; Liang Zeng,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2026.3657147,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,6509-6523,Joint Semantic Compression and Massive MIMO Transmission for Edge Video Analytics,Peng Cui; Shujun Han; Ze Liu; Yunfei Luo; Xiaodong Xu; Xiaoyu Chi; Bingxuan Xu; Ping Zhang,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2026.3666538,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,3846-3861,Joint Trajectory Planning and Semantic Communication Design for Urban Low-Altitude UAVs,Yixiao Feng; Zhengda Wu; Yining Wang,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2025.3626348,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,5120-5135,Knowledge-Driven 3D Semantic Spectrum Map: KE-VQ-Transformer-Based AAV Semantic Communication and Map Completion,Wei Wu; Lingyi Wang; Fuhui Zhou; Zhaohui Yang; Qihui Wu,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2025.3641514,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,4896-4910,LLM-Empowered Semantic Communication for Multi-Task 3D Scene Understanding in Low-Altitude Economy Networks,Jiawei Wang; Yang Tian; Junjie Li; Haofeng Sun; Hui Tian; Ping Zhang,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2025.3642880,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,2439-2454,LRGD: Low-Rank Guided Diffusion for Robust Image Transmission in Semantic Communication,Zengrui Zhao; Celimuge Wu; Yangfei Lin; Lei Zhong; Yusheng Ji; Tomoaki Ohtsuki; Mehdi Bennis,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2025.3588246,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,5351-5366,Lagrangian-Augmented Learning for Stochastic Age of Accurate Semantic Information Minimization in Mobile Edge Computing Systems,Jialin Zhuang; Lanhua Li; Yusi Long; Bo Gu; Changyan Yi; Shimin Gong,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2026.3657116,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,7716-7730,Large-Scale Model-Enabled Semantic Communication via Robust Knowledge Distillation and Lightweight Architecture Search,Kuiyuan Ding; Caili Guo; Yang Yang; Zhongtian Du; Walid Saad,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2026.3687590,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
2026,12,,267-282,Multi-Stage Semantic Communication for Low-Latency Edge Inference,Guangyao Ding; Huiguo Gao; Shengli Liu; Guanding Yu,IEEE Transactions on Cognitive Communications and Networking,10.1109/tccn.2025.3558066,core,direct semantic/task-oriented visual communication or explicit channel/delivery robustness,formal TCSVT volume year
